DIA,HORA,Conversion Kg/Mj,Gas Planta (Mj),Vapor Elaboracion (Kg),Vapor Cocina (Kg),Vapor Envasado (Kg),Vapor Servicio (Kg),ET Elaboracion (Mj),ET Envasado (Mj),ET Servicios (Mj),Tot_Vapor_L3_L4,VAPOR DE LINEA 1 Y 2 KG,VAPOR DE LINEA 4 KG,Vapor_L5 (KG),Tot_Vapor_CIP_Bodega,Vapor L3
2022-07-01 00:00:00,02:00:00,2.765628057,359345.3548,55231.14,44100,63570.36,11131.14,152748.7904,175811.9712,30784.59309,55524.36,1737,20173.04,6309,11131.14,35351.32
2022-07-01 00:00:00,03:00:00,2.773895822,361969.8821,55427.87,44100,63735.78,11327.87,153751.137,176796.4138,31422.33126,55531.64,1737,20173.07,6467.14,11327.87,35358.57
2022-07-01 00:00:00,04:00:00,2.779310318,364166.7219,55612.93,44100,63901.87,11512.93,154565.5901,177603.1266,31998.00514,55539.24,1738,20173.09,6624.63,11512.93,35366.15
2022-07-01 00:00:00,05:00:01,2.782456268,366032.3168,55791.66,44100,64066.75,11691.66,155237.854,178262.9301,32531.53265,55546.83,1738,20173.1,6781.92,11691.66,35373.73
2022-07-01 00:00:00,06:00:01,2.786672271,368230.4001,55995.92,44100,64247.99,11895.92,156042.2775,179038.0922,33150.0304,55554.46,1754,20173.1,6939.53,11895.92,35381.36
2022-07-01 00:00:00,07:00:00,2.793244679,370875.1293,56221.98,44100,64431.78,12121.98,157041.7465,179973.7267,33859.65614,55562.12,1772,20173.11,7097.66,12121.98,35389.01
2022-07-01 00:00:00,08:00:00,2.798953916,373254.5835,56424.91,44100,64605.21,12324.91,157930.7228,180827.0056,34496.85511,55569.43,1780,20173.12,7255.78,12324.91,35396.31
2022-07-01 00:00:00,09:00:01,2.804655783,375629.4282,56625.73,44100,64779.21,12525.73,158815.6811,181683.386,35130.36108,55576.66,1789,20173.14,7413.55,12525.73,35403.52
2022-07-01 00:00:00,10:00:00,2.807850793,377710.5163,56832.49,44100,64954.46,12732.49,159577.1521,182382.432,35750.93215,55583.88,1800,20173.15,7570.58,12732.49,35410.73
2022-07-01 00:00:00,11:00:00,2.809828601,379626.136,57032.19,44100,65142.13,12932.19,160250.6786,183038.22,36337.23733,55591.11,1824,20173.17,7727.02,12932.19,35417.94
2022-07-01 00:00:00,12:00:00,2.822639113,383244.1925,57279.45,44100,65316.23,13179.45,161679.2159,184364.1455,37200.83106,55598.49,1832,20173.22,7885.74,13179.45,35425.27
2022-07-01 00:00:00,13:00:00,2.837135518,387135.2841,57531.86,44100,65489.15,13431.86,163225.6834,185801.5935,38108.00708,55606,1839,20173.24,8044.15,13431.86,35432.76
2022-07-01 00:00:00,14:00:00,2.860507565,392045.8631,57738.37,44100,65677.91,13638.37,165161.0441,187872.1584,39012.66055,55613.49,1869,20173.24,8195.42,13638.37,35440.25
2022-07-01 00:00:00,15:00:00,2.868185033,394692.8067,57929.04,44100,65852.57,13829.04,166151.2055,188877.3557,39664.24555,55621,1880,20173.24,8351.57,13829.04,35447.76
2022-07-01 00:00:00,16:00:00,2.874083097,397143.7627,58127.08,44100,66026.87,14027.08,167062.0581,189766.711,40314.99353,55628.48,1888,20173.25,8510.39,14027.08,35455.23
2022-07-01 00:00:00,17:00:00,2.884873855,400320.9917,58323.69,44100,66218.13,14223.69,168256.4884,191030.9519,41033.5514,55635.98,1913,20173.25,8669.15,14223.69,35462.73
2022-07-01 00:00:00,18:00:00,2.892917976,403033.9555,58507.04,44100,66403.37,14407.04,169256.0677,192099.5027,41678.38499,55643.48,1932,20173.25,8827.89,14407.04,35470.23
2022-07-01 00:00:00,19:00:00,2.91345724,407653.3261,58721.41,44100,66578,14621.41,171082.3171,193972.1562,42598.85283,55651,1949,20173.27,8978,14621.41,35477.73
2022-07-01 00:00:00,20:00:00,2.917484471,410094.5417,58945.14,44100,66774.15,14845.14,171971.5306,194812.5457,43310.46542,55658.5,1979,20173.28,9136.65,14845.14,35485.22
2022-07-01 00:00:00,21:00:00,2.926304767,413167.8671,59154.41,44100,66982.17,15054.41,173103.832,196010.2434,44053.79175,55666.03,2020,20173.28,9296.14,15054.41,35492.75
2022-07-01 00:00:00,22:00:00,2.942842127,417435.5637,59380.98,44100,67185.8,15280.98,174748.8495,197717.2026,44969.51168,55673.58,2056,20173.29,9456.22,15280.98,35500.29
2022-07-01 00:00:00,23:00:00,2.952737856,427971.5375,60133.15,44100,68774.28,16033.15,177557.4284,203072.4201,47341.68896,57079.09,2088,21195.21,9607.19,16033.15,35883.88
2022-07-01 00:00:00,23:59:00,2.986730522,452398.6685,60886.63,44110,73806.27,16776.63,181851.9562,220439.4393,50107.27288,61916.62,2125,22061.49,9764.65,16776.63,39855.13
2022-07-02 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-02 00:00:00,01:00:00,2.051459529,15132.32452,1243.55,0,4889.27,1243.55,2551.092497,10030.13953,2551.092497,4720.62,12,788.14,156.65,1243.55,3932.48
2022-07-02 00:00:00,02:00:00,2.24100945,31242.54022,2294.08,0,9353.12,2294.08,5141.054959,20960.43031,5141.054959,9022.9,23,1585.37,307.22,2294.08,7437.53
2022-07-02 00:00:00,03:00:00,2.295605756,44768.39842,4344.12,1540,12353.54,2804.12,9972.386878,28358.85753,6437.154013,11856.63,42,2352.22,454.91,2804.12,9504.41
2022-07-02 00:00:00,04:00:00,2.385584269,59658.42898,5189.18,1880,16509.53,3309.18,12379.22618,39384.87505,7894.32775,15851.12,56,3633.31,602.41,3309.18,12217.81
2022-07-02 00:00:00,05:00:00,2.297042863,74629.68222,9505.21,5540,19019.04,3965.21,21833.87479,43687.5501,9108.257332,18222.68,63,4630.95,733.36,3965.21,13591.73
2022-07-02 00:00:00,06:00:01,2.221094385,92212.42042,14260.04,9830,22826.58,4430.04,31672.89478,50699.98867,9839.536971,21849.64,100,5550.11,876.94,4430.04,16299.53
2022-07-02 00:00:00,07:00:00,2.25270078,112277.6255,18633.33,13700,26274.68,4933.33,41975.31702,59188.99212,11113.31634,25121.55,117,6623.89,1036.13,4933.33,18497.66
2022-07-02 00:00:00,08:00:01,2.282852292,135781.1094,23150.09,17500,30678.53,5650.09,52848.23601,70034.55251,12898.3209,29317.96,164,8059.56,1196.57,5650.09,21258.4
2022-07-02 00:00:00,09:00:01,2.233745222,151519.0038,25829.06,18880,35053.7,6949.06,57695.53935,78301.03488,15522.42957,33543.94,170,9650.18,1339.76,6949.06,23893.76
2022-07-02 00:00:00,10:00:01,2.262789771,166112.1212,26995.77,19550,38968.78,7445.77,61085.75222,88178.15678,16848.2122,37316.45,175,11019.8,1477.33,7445.77,26296.65
2022-07-02 00:00:00,11:00:00,2.223087782,186551.6784,32233.66,23880,43328.25,8353.66,71658.25571,96322.50318,18570.91948,41499.13,196,12457.96,1633.12,8353.66,29041.17
2022-07-02 00:00:00,12:00:00,2.250961422,206809.6918,35746.3,26880,47263.56,8866.3,80463.54228,106388.4502,19957.69926,45276.21,208,13874.65,1779.35,8866.3,31401.56
2022-07-02 00:00:00,13:00:00,2.222384492,223807.5638,40521.26,31220,50883.53,9301.26,90053.81982,113082.768,20670.97598,48737.31,211,15511.58,1935.22,9301.26,33225.73
2022-07-02 00:00:00,14:00:00,2.20683528,241527.9921,44899.5,34800,54446.41,10099.5,99085.80068,120154.2585,22287.93292,52147.33,219,17468.47,2080.08,10099.5,34678.86
2022-07-02 00:00:00,15:00:00,2.216519171,262459.1434,49011.86,38280,58666.78,10731.86,108635.7273,130036.0426,23787.37344,56201.82,236,19283.32,2228.96,10731.86,36918.5
2022-07-02 00:00:00,16:00:00,2.199064477,278860.6615,53358.11,41590,61682.55,11768.11,117337.9243,135643.9046,25878.83267,59067.54,238,20576.57,2377.01,11768.11,38490.97
2022-07-02 00:00:00,17:00:00,2.179330595,298246.5133,58782.55,45910,65197.25,12872.55,128106.6097,142086.3616,28053.54205,62421.09,245,21923.06,2531.16,12872.55,40498.03
2022-07-02 00:00:00,18:00:00,2.18558465,312652.2991,61066.93,47690,68608.16,13376.93,133466.9448,149948.9414,29236.41287,65688.39,247,23227.16,2672.77,13376.93,42461.23
2022-07-02 00:00:00,19:00:00,2.190093401,329051.8971,64849.37,51190,71736.86,13659.37,142026.1773,157110.4237,29915.2961,68668.15,249,24597.29,2819.71,13659.37,44070.86
2022-07-02 00:00:00,20:00:01,2.184377089,345224.6564,68682.31,54810,75487.99,13872.31,150028.0644,164894.2359,30302.35614,72284.86,251,26119.36,2952.13,13872.31,46165.5
2022-07-02 00:00:00,21:00:00,2.198764433,362759.9397,71757.45,57680,79148.64,14077.45,157777.7288,174029.2145,30952.99636,75764.63,276,27569.12,3108.01,14077.45,48195.51
2022-07-02 00:00:00,22:00:00,2.221675834,374089.9981,71903.83,57680,82254.24,14223.83,159747.0015,182742.2572,31600.73937,78707.75,303,28770.55,3243.49,14223.83,49937.2
2022-07-02 00:00:00,23:00:00,2.259939737,392057.1705,72332,57780,86597.25,14552,163465.961,195704.5664,32886.64305,82709.65,500,30244.43,3387.6,14552,52465.22
2022-07-02 00:00:00,23:59:00,2.282153368,418146.7521,78256.03,63220,89932.59,15036.03,178592.2624,205239.9632,34314.5265,85781.78,611,31743.94,3539.81,15036.03,54037.84
2022-07-03 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-03 00:00:00,01:00:01,2.271971191,19980.05545,3918.83,3730,4686.49,188.83,8903.468864,10647.57027,429.0163201,4426.41,116,1666.02,144.08,188.83,2760.39
2022-07-03 00:00:00,02:00:00,2.351696106,40812.62765,7992.32,7580,8949.91,412.32,18795.50782,21047.46849,969.6513383,8408.8,241,3025.1,300.11,412.32,5383.7
2022-07-03 00:00:00,03:00:00,2.268708812,57963.05995,12459.4,11830,12460.12,629.4,28266.75058,28268.38405,1427.925327,11645.52,359,4443.13,455.6,629.4,7202.39
2022-07-03 00:00:00,04:00:01,2.249718019,76494.25965,17051.94,16220,16117.83,831.94,38362.05667,36260.57257,1871.630408,15030.59,476,5763.2,611.24,831.94,9267.39
2022-07-03 00:00:00,05:00:00,2.367801875,91465.46345,17899.97,16890,19718.91,1009.97,42383.58253,46690.47207,2391.40886,18392.47,582,7008.85,744.44,1009.97,11383.62
2022-07-03 00:00:00,06:00:00,2.312474193,112276.7039,23380.74,21700,23491.15,1680.74,54067.35787,54322.67815,3886.667876,21894.42,698,8472.72,898.73,1680.74,13421.7
2022-07-03 00:00:00,07:00:00,2.265652277,129437.8248,28156.25,25950,26767.99,2206.25,63792.27192,60646.95749,4998.595336,24909.47,803,10018.55,1055.52,2206.25,14890.92
2022-07-03 00:00:00,08:00:00,2.32570593,155174.8208,33408.88,30820,30723.84,2588.88,77699.23033,71454.61688,6020.973568,28594.21,916,11345.45,1213.63,2588.88,17248.76
2022-07-03 00:00:00,09:00:01,2.324524043,171560.7532,36749.55,33830,34135.58,2919.55,85425.21255,79348.97643,6786.56417,31790.98,980,12543.67,1364.6,2919.55,19247.31
2022-07-03 00:00:00,10:00:00,2.367079108,195384.6273,41493.3,38350,37905.9,3143.3,98217.92357,89726.26397,7440.439761,35320.38,1063,13953.29,1522.52,3143.3,21367.09
2022-07-03 00:00:00,11:00:00,2.371445384,218019.1871,47104.48,43630,41356.19,3474.48,111705.7017,98073.94588,8239.539558,38487.38,1181,15452.95,1687.81,3474.48,23034.43
2022-07-03 00:00:00,12:00:00,2.378484903,239396.4321,51329.65,47280,45271.51,4049.65,122086.7976,107677.6031,9632.031388,42109.82,1321,16759.31,1840.69,4049.65,25350.51
2022-07-03 00:00:00,13:00:00,2.387246233,263482.2527,56732.87,52020,48925.05,4712.87,135435.3302,116796.1413,11250.78115,45399.02,1457,18061.14,2069.03,4712.87,27337.88
2022-07-03 00:00:00,14:00:00,2.377626942,284695.6472,61703.34,56340,52672.73,5363.34,146707.5236,125236.1019,12752.02168,48790.84,1594,19248.79,2287.89,5363.34,29542.05
2022-07-03 00:00:00,15:00:01,2.371852983,303872.8148,66022.42,60460,56531.37,5562.42,156595.4738,134084.0985,13193.24247,52326.9,1707,20527.28,2497.47,5562.42,31799.62
2022-07-03 00:00:00,16:00:00,2.375956847,322241.7847,69399.73,63630,60456.65,5769.73,164890.7637,143642.3915,13708.6295,55944.45,1810,21864.45,2702.2,5769.73,34080
2022-07-03 00:00:00,17:00:00,2.406535004,347421.0864,73787.44,67830,64620.81,5957.44,177572.0572,155512.2413,14336.7879,59768.2,1946,23597.05,2906.61,5957.44,36171.15
2022-07-03 00:00:00,18:00:00,2.427807042,368523.2646,76879.79,70770,68803.07,6109.79,186649.2955,167040.5778,14833.39119,63625.41,2069,25061.76,3108.66,6109.79,38563.65
2022-07-03 00:00:00,19:00:01,2.434686308,392280.4804,82237.18,75930,72577.21,6307.18,200221.7361,176702.7394,15356.00479,67098.43,2165,26651.23,3313.78,6307.18,40447.2
2022-07-03 00:00:00,20:00:01,2.440808654,408703.1821,84433.48,77950,76528.85,6483.48,206085.9687,186792.2794,15824.93409,70732.18,2276,28197.51,3520.67,6483.48,42534.67
2022-07-03 00:00:00,21:00:00,2.467529984,433635.4531,88553.86,81880,80508.93,6673.86,218509.3047,198658.1987,16467.94966,74389.46,2388,29516.86,3731.47,6673.86,44872.6
2022-07-03 00:00:00,22:00:00,2.479129648,459406.92,93974.66,87110,84470.44,6864.66,232975.3657,209413.1721,17018.38213,78004.21,2522,30826.03,3944.23,6864.66,47178.18
2022-07-03 00:00:00,23:00:00,2.490498039,475962.0937,96365.22,89320,87700.77,7045.22,239997.3914,218418.5957,17546.10659,80884.55,2661,32162.63,4155.22,7045.22,48721.92
2022-07-03 00:00:00,23:59:00,2.509266144,497727.8195,100657.65,93050,90090.63,7607.65,252576.8332,226061.3677,19089.61858,82792.15,2793,33415.53,4505.48,7607.65,49376.62
2022-07-04 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-04 00:00:00,01:00:01,2.32165244,22225.27168,5626.94,5210,3529.16,416.94,13063.79898,8193.482926,967.9897684,3060.58,128,1321.52,340.58,416.94,1739.06
2022-07-04 00:00:00,02:00:01,2.385862497,41093.33218,8393.1,7400,7837.48,993.1,20024.78253,18699.1496,2369.400046,7018.03,249,2702.18,570.45,993.1,4315.85
2022-07-04 00:00:00,03:00:00,2.480354628,61927.8077,12383.21,11210,11410.9,1173.21,30714.75223,28303.07862,2909.976853,10255.45,358,4010.27,797.45,1173.21,6245.18
2022-07-04 00:00:00,04:00:00,2.505575943,85613.40022,17380.18,15710,15118.79,1670.18,43547.36089,37881.27651,4184.762828,13562.45,507,5477.35,1049.34,1670.18,8085.1
2022-07-04 00:00:00,05:00:00,2.535574041,105266.1566,20930.84,18850,18504.03,2080.84,53071.69455,46918.33811,5276.123887,16550.61,655,6878.17,1298.42,2080.84,9672.44
2022-07-04 00:00:00,06:00:00,2.551663438,128278.7554,24897.08,22290,22768.44,2607.08,63528.96875,58097.39589,6652.390716,20399.41,815,8118.93,1554.03,2607.08,12280.48
2022-07-04 00:00:00,07:00:00,2.512558341,152836.4364,30607.29,26990,26604.43,3617.29,76902.60177,66845.18249,9088.65216,23776.02,966,9257.1,1862.41,3617.29,14518.92
2022-07-04 00:00:00,08:00:00,2.507338616,173846.2728,34816.53,30610,30311.92,4206.53,87296.83016,76002.24755,10547.19511,26967.47,1124,10615.36,2220.45,4206.53,16352.11
2022-07-04 00:00:00,09:00:00,2.517260787,196274.8764,38689.5,34220,34812.61,4469.5,97391.56123,87632.41806,11250.89709,30943.83,1299,12026.23,2569.78,4469.5,18917.6
2022-07-04 00:00:00,10:00:00,2.480214104,219152.3631,44079.95,39380,39580.36,4699.95,109327.7137,98167.76713,11656.88228,35270,1419,13351.52,2891.36,4699.95,21918.48
2022-07-04 00:00:00,11:00:00,2.479350507,240222.4359,48153.07,43080,43663.12,5073.07,119388.3385,108256.1787,12577.91868,38980.83,1544,14586.64,3138.29,5073.07,24394.19
2022-07-04 00:00:00,12:00:00,2.486003208,261501.1859,51951.59,46680,47966.22,5271.59,129151.8194,119244.1768,13105.18965,42804.13,1690,16145.79,3472.09,5271.59,26658.34
2022-07-04 00:00:00,13:00:01,2.488466218,288522.4286,57951.47,52420,52460.94,5531.47,144210.2754,130547.2769,13764.87623,46809.36,1837,17636.56,3814.58,5531.47,29172.8
2022-07-04 00:00:00,14:00:00,2.519493314,311047.0453,61212.67,55460,56490.85,5752.67,154224.9128,142328.3189,14493.8136,50333.02,2013,18905.01,4144.83,5752.67,31428.01
2022-07-04 00:00:00,15:00:00,2.519076295,332769.3992,65162.36,59050,60825.05,6112.36,164148.9564,153222.9416,15397.50118,54265.97,2178,20570.48,4381.08,6112.36,33695.49
2022-07-04 00:00:00,16:00:00,2.532159899,348804.3678,66912.69,60280,64204.36,6632.69,169433.6304,162575.7058,16795.03164,57116.69,2350,22235.34,4737.67,6632.69,34881.35
2022-07-04 00:00:00,17:00:00,2.556003589,370744.0777,69824.38,62940,68339.58,6884.38,178471.3659,174676.2118,17596.49999,60746.69,2511,23593.9,5081.89,6884.38,37152.79
2022-07-04 00:00:00,18:00:01,2.569085759,395266.2527,73936.5,66780,72761.83,7156.5,189949.2092,186931.3812,18385.66223,64688.42,2687,25239.58,5386.41,7156.5,39448.84
2022-07-04 00:00:00,19:00:00,2.587320442,420897.7086,78987.52,71590,76292.03,7397.52,204366.0251,197391.9288,19139.75471,67789.86,2813,26491.91,5689.17,7397.52,41297.95
2022-07-04 00:00:00,20:00:01,2.596959431,439996.4478,81842.7,74170,79912.14,7672.7,212542.1716,207528.5856,19925.69062,70930.56,2956,27673.91,6025.58,7672.7,43256.65
2022-07-04 00:00:00,21:00:00,2.596130394,461821.2484,85315.02,77400,84658.27,7915.02,221488.9165,219783.9079,20548.42399,75180.63,3125,29506.09,6352.64,7915.02,45674.54
2022-07-04 00:00:00,22:00:00,2.608885034,481797.2002,87735.57,79260,88464.38,8475.57,228892.0155,230793.397,22111.78772,78474.22,3307,31178.71,6683.16,8475.57,47295.51
2022-07-04 00:00:00,23:00:01,2.614073522,498123.7081,89090.08,80350,92724.43,8740.08,232888.0192,242388.4773,22847.2117,82345.67,3465,32571.9,6913.76,8740.08,49773.77
2022-07-04 00:00:00,23:59:00,2.628420499,524538.6342,93203.66,84250,97406.88,8953.66,244978.4106,256026.2402,23533.98349,86508.27,3633,34218.88,7265.61,8953.66,52289.39
2022-07-05 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-05 00:00:00,01:00:00,2.850326466,26041.12415,4674.41,4400,4187.37,274.41,13323.59453,11935.37153,782.1580854,3666.28,175,1572.33,346.09,274.41,2093.95
2022-07-05 00:00:00,02:00:00,2.876582734,49500.43705,7719.47,7240,9009.13,479.47,22205.69412,25915.50781,1379.235124,8041.56,304,3337.42,663.57,479.47,4704.14
2022-07-05 00:00:00,03:00:00,2.807171088,71340.94075,12157.48,11470,12568.86,687.48,34128.12636,35282.94041,1929.87398,11245.75,432,4732.23,891.11,687.48,6513.52
2022-07-05 00:00:00,04:00:00,2.715477489,97518.47198,16944.05,15300,17323.99,1644.05,46011.18635,47042.90486,4464.380766,15509.06,592,6368.13,1222.93,1644.05,9140.93
2022-07-05 00:00:00,05:00:00,2.76574396,123161.8975,20360.62,18160,21969.96,2200.62,56312.2618,60763.28418,6086.351474,19672.25,739,7848.41,1558.71,2200.62,11823.84
2022-07-05 00:00:00,06:00:00,2.706441888,146517.2101,24690.17,22020,26776.13,2670.17,66822.51032,72468.03984,7226.659937,24050.09,877,9714.25,1849.04,2670.17,14335.84
2022-07-05 00:00:00,07:00:00,2.682207841,164160.8563,27182.54,24280,31118.55,2902.54,72909.22193,83466.41882,7785.215548,27921.84,1027,11495.64,2169.71,2902.54,16426.2
2022-07-05 00:00:00,08:00:00,2.653229857,188696.8054,31908.31,28720,36023.04,3188.31,84660.08079,95577.40528,8459.319286,32393.88,1156,13291.7,2473.16,3188.31,19102.18
2022-07-05 00:00:00,09:00:00,2.613005683,209577.5841,35094.25,31050,41067.06,4044.25,91701.47467,107308.4611,10567.64823,36911.81,1315,15077.1,2840.25,4044.25,21834.71
2022-07-05 00:00:00,10:00:00,2.606789737,233018.1193,39303.95,34450,45231.02,4853.95,102457.1335,117907.7587,12653.22704,40661.41,1438,16583.55,3131.61,4853.95,24077.86
2022-07-05 00:00:00,11:00:00,2.573892471,252852.6072,42944.31,37370,49718.82,5574.31,110534.0362,127970.8965,14347.67454,44716.03,1606,18521.33,3396.79,5574.31,26194.7
2022-07-05 00:00:00,12:00:00,2.614127317,277285.5298,45877.49,40060,54376.95,5817.49,119929.5998,142148.2704,15207.65952,48941.72,1764,20237.35,3671.23,5817.49,28704.37
2022-07-05 00:00:00,13:00:00,2.619416881,304812.846,50776.12,44680,59494.44,6096.12,133003.8259,155840.7405,15968.27964,53545.56,1909,21876.73,4039.88,6096.12,31668.83
2022-07-05 00:00:00,14:00:00,2.627262809,322359.0777,52923.82,46580,63430.05,6343.82,139044.784,166647.4113,16666.88235,57001.63,2045,23541.42,4383.42,6343.82,33460.21
2022-07-05 00:00:00,15:00:00,2.643388077,345207.424,57367.94,50820,66676.91,6547.94,151645.7286,176252.9489,17308.74652,59840.81,2178,24929.66,4658.1,6547.94,34911.15
2022-07-05 00:00:00,16:00:00,2.645066469,362354.7708,59768.3,53010,70466.09,6758.3,158091.1262,186387.4919,17876.15272,63183.13,2315,26543.42,4967.96,6758.3,36639.71
2022-07-05 00:00:00,17:00:00,2.654516337,388047.8162,64902.42,57930,74309.16,6972.42,172284.5342,197254.8792,18508.4028,66604.5,2447,27984.55,5257.66,6972.42,38619.95
2022-07-05 00:00:00,18:00:00,2.678523467,408674.8609,67037.52,59850,78349.64,7187.52,179561.5705,209861.3494,19251.94099,70207.72,2610,29714.59,5531.92,7187.52,40493.13
2022-07-05 00:00:00,19:00:00,2.6786387,430847.5971,71016.76,63460,82272.21,7556.76,190228.2417,220377.5256,20241.82978,73634.47,2747,31396.2,5890.74,7556.76,42238.27
2022-07-05 00:00:00,20:00:00,2.659622928,456883.7237,77031.3,68480,86202.55,8551.3,204874.2117,229266.2785,22743.23355,77030.19,2918,32916.48,6254.36,8551.3,44113.71
2022-07-05 00:00:00,21:00:00,2.664186565,478410.2194,80311.89,71500,90447.06,8811.89,213965.8583,240967.8421,23476.51895,80722.38,3088,34622.51,6636.68,8811.89,46099.87
2022-07-05 00:00:00,22:00:01,2.666599854,503036.7562,85143.45,75780,94136.61,9363.45,227043.5113,251024.6704,24968.5744,83876.91,3260,35828.65,6999.7,9363.45,48048.26
2022-07-05 00:00:00,23:00:00,2.659251711,523854.4777,89319.18,79610,97964.83,9709.18,237522.1823,260513.1418,25819.15353,87270.13,3405,37604.91,7289.7,9709.18,49665.22
2022-07-05 00:00:00,23:59:00,2.659053616,544407.5909,93123.2,83200,101690.95,9923.2,247619.5817,270401.6883,26386.32084,90500.34,3559,39494.35,7631.61,9923.2,51005.99
2022-07-06 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-06 00:00:00,01:00:00,2.840557751,23234.59778,4242.98,4040,3733.63,202.98,12052.42973,10605.59164,576.5764123,3253.41,161,1459.02,319.22,202.98,1794.39
2022-07-06 00:00:00,02:00:00,2.695979903,47169.0531,9068.34,8650,8009.39,418.34,24448.06239,21593.15447,1127.836233,7026.13,325,3037.72,658.26,418.34,3988.41
2022-07-06 00:00:00,03:00:00,2.666354541,69459.629,13361.61,12400,11727.19,961.61,35626.7895,31268.84631,2563.99319,10320.75,462,4606.08,944.44,961.61,5714.67
2022-07-06 00:00:00,04:00:00,2.631663578,91281.17232,17937.06,16630,15441.61,1307.06,47204.3075,40637.12263,3439.742197,13557.91,594,6237.02,1289.7,1307.06,7320.89
2022-07-06 00:00:00,05:00:00,2.632018749,115126.1056,21736.61,19120,19387.39,2616.61,57211.16507,51027.97398,6886.966579,17024.97,755,7873.45,1607.42,2616.61,9151.52
2022-07-06 00:00:00,06:00:00,2.574659717,139250.6253,27493.23,24170,23268.6,3323.23,70785.71176,59908.72708,8556.18641,20480.56,923,9445.89,1865.04,3323.23,11034.67
2022-07-06 00:00:00,07:00:00,2.588474501,158100.0622,29674.03,25790,27520.41,3884.03,76810.47,71235.87954,10053.71262,24365.16,1049,10904.48,2106.25,3884.03,13460.68
2022-07-06 00:00:00,08:00:01,2.609519794,182613.0992,31931.95,27420,33535.68,4511.95,83327.05557,87512.02075,11774.02283,29879.88,1220,12631.3,2435.8,4511.95,17248.58
2022-07-06 00:00:00,09:00:00,2.578480948,208606.9473,36935.35,31280,38312.34,5655.35,95237.09627,98787.63875,14582.21223,34213.63,1373,13981.8,2725.71,5655.35,20231.83
2022-07-06 00:00:00,10:00:00,2.54861291,237443.051,43317.59,37100,43630.42,6217.59,110399.7691,111197.0517,15846.23014,39114.13,1515,15591.41,3001.29,6217.59,23522.72
2022-07-06 00:00:00,11:00:00,2.563155383,260750.5917,47823.4,41020,47103.51,6803.4,122578.8051,120733.6152,17438.17133,42171.53,1651,17196.3,3280.98,6803.4,24975.23
2022-07-06 00:00:00,12:00:00,2.562902141,285180.9898,51694.17,44460,52344.34,7234.17,132487.0989,134153.421,18540.46978,47056.25,1760,18808.86,3528.09,7234.17,28247.39
2022-07-06 00:00:00,13:00:00,2.538287397,310202.1991,57527.14,49890,57044.97,7637.14,146020.4145,144796.5284,19385.25621,51376.81,1895,20275.5,3773.16,7637.14,31101.31
2022-07-06 00:00:00,14:00:00,2.566050734,333930.1639,60618.45,52140,61036.99,8478.45,155550.0181,156624.013,21756.13284,54958.16,2039,21992.36,4039.83,8478.45,32965.8
2022-07-06 00:00:00,15:00:00,2.574468651,356501.6833,64829.98,56010,64825.87,8819.98,166902.7512,166892.1701,22706.76202,58389.53,2150,23473.28,4286.34,8819.98,34916.25
2022-07-06 00:00:00,16:00:00,2.604347838,375707.4382,67618.86,58590,67613.9,9028.86,176103.0319,176090.1143,23514.29202,60794.09,2286,24649.73,4533.81,9028.86,36144.36
2022-07-06 00:00:00,17:00:01,2.601435763,400081.4657,73060.61,63660,71331.34,9400.61,190062.4837,185563.8989,24455.08305,64155.03,2389,26104.84,4787.31,9400.61,38050.19
2022-07-06 00:00:00,18:00:00,2.606979001,417235.5445,75073.33,65410,75308.95,9663.33,195714.5949,196328.8513,25192.09839,67741.16,2516,27304.39,5051.79,9663.33,40436.77
2022-07-06 00:00:00,19:00:01,2.614131607,440065.0321,80251.93,70400,78236.95,9851.93,209789.1067,204521.6838,25754.2416,70273.25,2628,28274.73,5335.7,9851.93,41998.52
2022-07-06 00:00:00,20:00:00,2.610043876,459338.5159,83473.34,73190,82232.13,10283.34,217869.0799,214629.4673,26839.9686,73810,2747,29943.14,5675.13,10283.34,43866.86
2022-07-06 00:00:00,21:00:01,2.610463485,483712.1227,88860.03,77510,85087.35,11350.03,231965.8636,222117.4202,29628.83887,76278.84,2926,31287.72,5882.51,11350.03,44991.12
2022-07-06 00:00:00,22:00:00,2.613002015,504681.9246,92820.79,80810,88310.99,12010.79,242540.9113,230756.7948,31384.21847,79063.97,3113,32340.08,6134.02,12010.79,46723.89
2022-07-06 00:00:00,23:00:00,2.612889285,528108.0111,97245.34,84120,91745.81,13125.34,254091.3069,239721.6439,34295.06025,81878.34,3293,33434.19,6574.47,13125.34,48444.15
2022-07-06 00:00:00,23:59:00,2.609994041,553483.5838,102994.65,89360,95433.86,13634.65,268815.4227,249081.8059,35586.35525,85059.97,3472,34893.48,6901.89,13634.65,50166.49
2022-07-07 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
