DIA,HORA,Planta (Kw),Elaboracion (Kw),Bodega (Kw),Cocina (Kw),Envasado (Kw),Linea 2 (Kw),Linea 3 (Kw),Linea 4 (Kw),Servicios (Kw),Sala Maq (Kw),Aire (Kw),Calderas (Kw),Efluentes (Kw),Frio (Kw),Pta Agua / Eflu (Kw),Prod Agua (Kw),Resto Serv (Kw),Restos Planta (Kw),KW Gral Planta
2022-11-06 00:00:00,06:00:00,14851.61,1441.5,1192.5,465,2701,1384.61,1838,174,9435,6623,1913,200,200,5641,279,69,1249,1274.11,15417
2022-11-06 00:00:00,07:00:00,16730.55,1595.5,1333.5,517,3143,1612.3,2145,193,10623,7288,2225,230,240,6150,334,82,1507,1369.05,17392
2022-11-06 00:00:00,08:00:00,18947.82,1797.5,1457.5,621,3601,1843.32,2458,217,11918,8194,2548,268,282,6889,391,95,1621,1631.32,19700
2022-11-06 00:00:00,09:00:00,21465.08,2045,1655,710,4087,2091.08,2784,245,13488,9266,2880,301,323,7796,447,108,1832,1845.08,22318
2022-11-06 00:00:00,10:00:00,23927.83,2292.5,1839.5,806,4572,2337.08,3112,269,15025,10324,3224,336,360,8688,499,121,2019,2038.33,24876
2022-11-06 00:00:00,11:00:00,26273.52,2484,2022,861,5050,2581.52,3435,291,16507,11308,3568,370,396,9498,549,133,2236,2232.52,27311
2022-11-06 00:00:00,12:00:00,28638.54,2693.5,2179.5,951,5515,2825.29,3746,307,18005,12366,3892,401,425,10385,592,145,2424,2425.04,29783
2022-11-06 00:00:00,13:00:00,30811.29,2931.5,2370.5,1039,6052,3082.79,4078,365,19217,13095,4231,437,451,10935,634,158,2643,2610.79,32068
2022-11-06 00:00:00,14:00:00,32519.79,3071,2460,1095,6453,3235.04,4402,359,20282,13837,4552,463,478,11565,677,171,2664,2713.79,33873
2022-11-06 00:00:00,15:00:00,35935.56,3411.5,2782.5,1185,7229,3567.81,4710,639,22299,15219,4881,510,505,12729,718,183,3076,2996.06,37421
2022-11-06 00:00:00,16:00:00,38611.18,3648,3020,1242,7898,3808.18,5034,850,23862,16287,5234,546,535,13636,763,196,3275,3203.18,40205
2022-11-06 00:00:00,17:00:00,41405.65,3920,3275,1290,8643,4072.4,5338,1145,25419,17312,5569,582,580,14489,821,206,3529,3423.65,43109
2022-11-06 00:00:00,18:00:00,44017.17,4177,3487,1356,9305,4285.42,5625,1400,26945,18380,5881,615,625,15401,881,219,3715,3590.17,45824
2022-11-06 00:00:00,19:00:00,46850.8,4471.5,3724.5,1453,9980,4533.55,5825,1729,28599,19539,6193,653,668,16387,939,232,3949,3800.3,48774
2022-11-06 00:00:00,20:00:00,49274.48,4748.5,3963.5,1520,10664,4761.73,6041,2065,29889,20342,6509,683,709,17033,1003,252,4155,3972.98,51306
2022-11-06 00:00:00,21:00:00,52260.31,5099.5,4223.5,1631,11384,4993.81,6305,2385,31614,21552,6837,721,750,18080,1076,282,4364,4162.81,54396
2022-11-06 00:00:00,22:00:00,55121.17,5392.5,4488.5,1703,12196,5240.17,6599,2758,33155,22581,7136,759,792,18938,1149,311,4604,4377.67,57378
2022-11-06 00:00:00,23:00:00,58001,5664.5,4697.5,1799,12879,5474.5,6789,3115,34888,23801,7447,796,830,19987,1218,341,4835,4569.5,60366
2022-11-06 00:00:00,23:59:00,60746.83,5918.5,4894.5,1888,13569,5692.08,7018,3454,36502,24916,7764,833,866,20921,1285,370,5058,4757.33,63216
2022-11-07 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07 00:00:00,01:00:00,2694.89,231.5,211.5,61,621,170.14,199,349,1645,1150,316,35,35,972,66,29,219,197.39,2796
2022-11-07 00:00:00,02:00:00,5656.78,483.5,414.5,148,1131,309.78,387,666,3601,2601,637,64,68,2265,130,58,426,441.28,5859
2022-11-07 00:00:00,03:00:00,8424.67,766,644,237,1661,446.42,593,990,5322,3821,954,97,110,3324,203,87,628,675.67,8728
2022-11-07 00:00:00,04:00:00,11279.53,1038,883,301,2309,667.78,760,1349,7051,5039,1272,128,142,4381,266,117,847,881.53,11683
2022-11-07 00:00:00,05:00:00,14235.48,1341.5,1133.5,386,2849,862.23,847,1703,8967,6459,1585,163,177,5638,330,144,1055,1077.98,14750
2022-11-07 00:00:00,06:00:00,16794.59,1625,1352,475,3341,1076.34,886,2032,10576,7606,1899,187,209,6637,391,171,1228,1252.59,17406
2022-11-07 00:00:00,07:00:00,19243.04,1881,1543,568,3796,1253.29,917,2394,12116,8644,2185,220,241,7511,455,202,1472,1450.04,19964
2022-11-07 00:00:00,08:00:00,21183.92,2104.5,1764.5,633,4224,1422.67,947,2708,13294,9419,2453,253,275,8139,518,229,1621,1561.42,21992
2022-11-07 00:00:00,09:00:00,23968.79,2350.5,1895.5,745,4711,1610.54,981,3102,15077,10708,2755,286,307,9250,585,262,1852,1830.29,24880
2022-11-07 00:00:00,10:00:00,26180.11,2546.5,2019.5,841,5222,1840.11,1014,3445,16419,11564,3078,314,338,9951,645,290,2043,1992.61,27185
2022-11-07 00:00:00,11:00:00,27884.4,2702,2135,911,5550,1998.4,1048,3663,17590,12327,3374,336,371,10597,706,316,2149,2042.4,28964
2022-11-07 00:00:00,12:00:00,30228.69,2905.5,2240.5,1012,6008,2180.19,1091,3989,19074,13296,3662,363,404,11405,769,344,2407,2241.19,31412
2022-11-07 00:00:00,13:00:00,33281.01,3207.5,2495.5,1114,6541,2330.51,1134,4407,21059,14732,3978,404,437,12637,837,377,2663,2473.51,34568
2022-11-07 00:00:00,14:00:00,35339.3,3413.5,2666.5,1181,6907,2365.8,1179,4728,22464,15709,4230,433,472,13464,901,404,2849,2554.8,36726
2022-11-07 00:00:00,15:00:00,37694.56,3668,2850,1285,7313,2396.81,1213,5100,24033,16835,4512,467,507,14408,967,433,3049,2680.56,39178
2022-11-07 00:00:00,16:00:00,38958.88,3862.5,3007.5,1350,7651,2416.13,1248,5403,25099,17365,4756,494,539,14791,1025,457,3308,2346.38,40516
2022-11-07 00:00:00,17:00:00,41427.2,4123.5,3209.5,1437,7999,2450.95,1282,5717,26458,18447,4998,524,568,15710,1086,487,3336,2846.7,43083
2022-11-07 00:00:00,18:00:00,43661.55,4462,3479,1538,8423,2484.3,1316,6107,27910,19408,5229,558,597,16496,1147,518,3589,2866.55,45413
2022-11-07 00:00:00,19:00:00,45945.81,4734,3736,1611,8786,2516.31,1348,6438,29391,20463,5463,585,624,17399,1201,543,3789,3034.81,47780
2022-11-07 00:00:00,20:00:00,48187.16,5024,3947,1706,9170,2539.41,1379,6791,30936,21583,5698,617,654,18368,1256,566,3943,3057.16,50130
2022-11-07 00:00:00,21:00:00,50557.45,5343.5,4179.5,1821,9533,2554.2,1410,7123,32186,22498,5936,643,686,19123,1317,593,4016,3494.95,52601
2022-11-07 00:00:00,22:00:00,52516.77,5540.5,4371.5,1888,9904,2570.52,1442,7462,33785,23449,6169,674,718,19918,1381,623,4376,3287.27,54653
2022-11-07 00:00:00,23:00:00,54932.12,5804.5,4581.5,1970,10323,2590.87,1474,7849,35433,24593,6404,706,749,20891,1448,657,4589,3371.62,57168
2022-11-07 00:00:00,23:59:00,57399.41,6093,4813,2068,10705,2614.66,1505,8200,37023,25684,6636,732,786,21818,1522,691,4791,3578.41,59748
2022-11-08 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08 00:00:00,01:00:00,1939.32,224,158,91,335,21.57,34,301,1298,814,234,28,35,663,74,36,170,82.32,2030
2022-11-08 00:00:00,02:00:00,3760.61,422.5,303.5,175,694,41.86,64,630,2595,1593,477,58,66,1294,143,71,375,49.11,3948
2022-11-08 00:00:00,03:00:00,5747.99,645.5,537.5,254,1022,65.49,96,926,4082,2486,721,85,99,2039,215,107,666,-1.51,6040
2022-11-08 00:00:00,04:00:00,8068.25,840,646,314,1439,80.25,129,1310,5424,3451,962,110,132,2840,282,139,760,365.25,8431
2022-11-08 00:00:00,05:00:00,9287.6,1019,740,385,1674,98.35,160,1514,6369,3928,1240,127,163,3223,348,172,843,225.6,9732
2022-11-08 00:00:00,06:00:00,11822.89,1238.5,886.5,519,2110,126.64,193,1917,7947,4962,1494,163,197,4056,423,211,1100,527.39,12386
2022-11-08 00:00:00,07:00:00,13603.24,1494,1116,603,2282,156.24,223,2059,9243,5697,1746,189,227,4622,493,250,1348,584.24,14267
2022-11-08 00:00:00,08:00:00,15243.56,1695.5,1241.5,698,2399,180.81,252,2147,10433,6392,2002,218,264,5152,567,285,1510,716.06,15992
2022-11-08 00:00:00,09:00:00,17138.82,1918.5,1399.5,793,2651,203.82,284,2367,11785,7268,2274,245,302,5864,641,320,1633,784.32,17978
2022-11-08 00:00:00,10:00:00,19439.14,2208,1664,881,3043,226.64,315,2728,13435,8289,2574,272,331,6712,709,357,1914,753.14,20380
2022-11-08 00:00:00,11:00:00,21602.4,2463.5,1826.5,969,3423,246.65,346,3077,14800,9268,2847,300,363,7536,776,391,1946,915.9,22588
2022-11-08 00:00:00,12:00:00,24102.69,2648.5,2014.5,1013,3763,268.44,379,3384,16617,10532,3111,331,398,8643,849,427,2239,1074.19,25216
2022-11-08 00:00:00,13:00:00,26135.92,2858.5,2177.5,1079,4058,286.92,412,3646,18090,11667,3362,352,437,9648,924,461,2333,1129.42,27332
2022-11-08 00:00:00,14:00:00,27860.27,3011,2258,1139,4355,306.27,448,3907,19289,12436,3628,376,472,10283,992,492,2460,1205.27,29128
2022-11-08 00:00:00,15:00:00,30877.56,3380.5,2596.5,1253,4817,338.06,483,4334,21379,13942,3865,417,507,11580,1070,533,2813,1301.06,32275
2022-11-08 00:00:00,16:00:00,32406.79,3380,2501,1316,5061,350.79,517,4544,22253,14536,4082,431,539,12110,1133,561,2769,1712.79,33842
2022-11-08 00:00:00,17:00:00,35242.08,3797,2854,1433,5520,378.83,553,4967,24414,16042,4294,471,565,13388,1199,600,3221,1511.08,36779
2022-11-08 00:00:00,18:00:00,37570.37,4047.5,3117.5,1500,5913,400.62,586,5327,26031,17197,4543,505,592,14371,1266,638,3388,1578.87,39222
2022-11-08 00:00:00,19:00:00,39474.63,4199.5,3165.5,1576,6179,414.38,618,5561,27129,17780,4795,528,620,14889,1322,664,3494,1967.13,41203
2022-11-08 00:00:00,20:00:00,42779.86,4560,3509,1671,6661,444.61,651,6010,29763,19832,5027,568,653,16685,1390,697,3803,1795.86,44632
2022-11-08 00:00:00,21:00:00,45206.09,4834,3752,1747,7004,463.34,684,6320,31614,21096,5255,595,685,17806,1455,728,4025,1754.09,47153
2022-11-08 00:00:00,22:00:00,47994.26,5056.5,3881.5,1814,7395,485.76,719,6676,33502,22566,5483,626,715,19116,1515,756,4102,2040.76,50050
2022-11-08 00:00:00,23:00:00,50835.49,5411,4186,1891,7853,541.49,752,7079,35666,24034,5700,666,740,20405,1573,788,4493,1905.49,52996
2022-11-08 00:00:00,23:59:00,53423.75,5685.5,4504.5,1936,8197,593.75,784,7365,37629,25368,5937,699,765,21587,1628,816,4773,1912.25,55682
2022-11-09 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09 00:00:00,01:00:00,2345.2,168.5,142.5,29,325,33.45,33,292,1719,1296,239,29,25,1157,55,28,65,132.7,2437
2022-11-09 00:00:00,02:00:00,4976.58,395,326,87,707,159.83,67,619,3582,2590,474,55,50,2305,110,56,295,292.58,5166
2022-11-09 00:00:00,03:00:00,7893.81,666.5,639.5,97,1179,357.56,101,992,5467,3900,715,84,80,3428,174,88,545,581.31,8198
2022-11-09 00:00:00,04:00:00,10135.07,910,985,104,1553,555.32,135,1248,6780,4791,979,103,107,4159,228,114,617,892.07,10534
2022-11-09 00:00:00,05:00:00,13000.15,1122.5,1138.5,111,2154,773.9,166,1663,8837,6249,1218,137,135,5447,291,147,893,886.65,13497
2022-11-09 00:00:00,06:00:00,15435.29,1361.5,1381.5,117,2560,946.54,198,1989,10467,7392,1424,165,163,6432,349,175,1097,1046.79,16024
2022-11-09 00:00:00,07:00:00,17930.19,1594.5,1681.5,124,2979,1107.94,271,2311,12127,8481,1628,192,191,7377,406,202,1339,1229.69,18597
2022-11-09 00:00:00,08:00:00,20612.16,1776.5,1870.5,132,3544,1352.66,336,2643,13838,9713,1844,228,220,8442,468,234,1480,1453.66,21395
2022-11-09 00:00:00,09:00:00,23256.13,1992.5,2179.5,141,4176,1631.63,451,2982,15652,10784,2068,265,251,9346,531,263,1882,1435.63,24139
2022-11-09 00:00:00,10:00:00,25466.08,2094.5,2203.5,148,4791,1872.33,636,3266,16723,11622,2287,300,293,10038,603,292,1805,1857.58,26444
2022-11-09 00:00:00,11:00:00,28404.03,2403.5,2557.5,155,5602,2202.03,781,3720,18307,12672,2501,343,337,10894,681,324,2092,2091.53,29503
2022-11-09 00:00:00,12:00:00,30558.25,2628,2812,171,6213,2504.25,817,4105,19406,13320,2706,374,373,11371,751,356,2307,2311.25,31778
2022-11-09 00:00:00,13:00:00,32549.31,2825,3027,181,6746,2786.81,851,4422,20558,13993,2906,403,409,11898,818,385,2542,2420.31,33864
2022-11-09 00:00:00,14:00:00,35018.68,3031,3259,189,7277,3040.68,886,4747,22074,15105,3107,430,436,12864,875,413,2709,2636.68,36436
2022-11-09 00:00:00,15:00:00,36603.68,3166.5,3410.5,197,7732,3268.68,919,5021,22982,15688,3302,452,472,13324,940,440,2787,2723.18,38125
2022-11-09 00:00:00,16:00:00,39567.53,3537.5,3816.5,205,8481,3672.53,953,5477,24522,16753,3510,493,510,14172,1015,474,3068,3027.03,41221
2022-11-09 00:00:00,17:00:00,41476.31,3716.5,3976.5,213,8913,3900.06,992,5739,25773,17571,3725,516,545,14871,1077,500,3227,3073.81,43217
2022-11-09 00:00:00,18:00:00,43923.35,3947.5,4248.5,220,9462,4168.85,1030,6061,27158,18636,3943,546,578,15778,1142,530,3307,3355.85,45756
2022-11-09 00:00:00,19:00:00,46629.2,4239.5,4566.5,227,10129,4505.2,1063,6484,28719,19678,4140,576,609,16636,1207,562,3625,3541.7,48580
2022-11-09 00:00:00,20:00:00,48741.05,4427.5,4763.5,236,10651,4777.3,1092,6801,29989,20562,4325,598,640,17384,1268,590,3798,3673.55,50789
2022-11-09 00:00:00,21:00:00,51121.41,4656,5028,243,11327,5125.41,1153,7192,31268,21397,4516,633,672,18039,1333,621,4039,3870.41,53294
2022-11-09 00:00:00,22:00:00,53043.55,4843.5,5364.5,250,11711,5406.05,1232,7384,32060,21799,4709,664,699,18334,1386,646,4116,4429.05,55292
2022-11-09 00:00:00,23:00:00,54437.78,4900,5234,258,12390,5591.03,1376,7715,33165,22401,4900,683,724,18790,1442,675,4358,3982.78,56792
2022-11-09 00:00:00,23:59:00,57141.28,5128,5539,264,13281,5994.03,1541,8196,34455,23150,5095,723,748,19331,1502,709,4679,4277.28,59625
2022-11-10 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10 00:00:00,01:00:00,2018.62,167.5,221.5,6,656,236.87,236,252,1103,666,199,26,28,529,59,29,162,92.12,2116
2022-11-10 00:00:00,02:00:00,4751.36,328.5,325.5,14,1452,529.11,495,595,2602,1751,405,59,58,1451,120,58,309,368.86,4950
2022-11-10 00:00:00,03:00:00,7518.04,582.5,583.5,21,2293,842.54,784,940,4084,2755,623,96,85,2268,179,88,543,558.54,7833
2022-11-10 00:00:00,04:00:00,10106.75,781,815,28,3159,1148.25,1066,1319,5433,3594,848,134,112,2920,239,119,783,733.75,10525
2022-11-10 00:00:00,05:00:00,12607.4,979.5,1017.5,35,4001,1452.4,1355,1669,6704,4381,1075,167,137,3533,295,148,991,922.9,13132
2022-11-10 00:00:00,06:00:00,14614.14,1155,1225,41,4689,1698.14,1655,1900,7760,5011,1293,193,165,4033,351,175,1130,1010.14,15225
2022-11-10 00:00:00,07:00:00,16710.07,1323.5,1369.5,47,5387,1920.07,1965,2144,8814,5672,1509,219,206,4562,420,201,1231,1185.57,17420
2022-11-10 00:00:00,08:00:00,19639.23,1631,1716,55,6420,2276.73,2283,2627,10147,6490,1730,258,245,5187,494,234,1491,1441.23,20465
2022-11-10 00:00:00,09:00:00,22372.38,1903.5,2008.5,70,7434,2611.13,2604,3105,11358,7156,1958,297,281,5662,565,266,1766,1676.88,23317
2022-11-10 00:00:00,10:00:00,23842.41,2076,2373,84,7996,2790.16,2915,3246,12246,7504,2200,315,316,5907,628,292,1965,1524.41,24869
2022-11-10 00:00:00,11:00:00,26308.71,2211,2351,95,8936,3096.71,3212,3716,13176,7986,2426,358,348,6194,693,323,2149,1985.71,27472
2022-11-10 00:00:00,12:00:00,28879.1,2429,2587,109,9891,3383.1,3528,4183,14335,8605,2656,389,381,6633,760,355,2409,2224.1,30159
2022-11-10 00:00:00,13:00:00,30700.58,2555.5,2730.5,118,10548,3574.08,3847,4404,15246,9100,2879,413,421,7001,828,381,2505,2351.08,32076
2022-11-10 00:00:00,14:00:00,33443.35,2811.5,3007.5,130,11543,3889.1,4171,4879,16514,9836,3111,453,447,7544,890,415,2784,2574.85,34954
2022-11-10 00:00:00,15:00:00,35188.92,2966,3254,145,12231,4153.67,4497,5101,17341,10193,3341,482,484,7769,955,441,2937,2650.92,36806
2022-11-10 00:00:00,16:00:00,37463.8,3120.5,3330.5,155,13113,4411.55,4819,5476,18318,10741,3572,513,519,8153,1023,471,3113,2912.3,39201
2022-11-10 00:00:00,17:00:00,40179.98,3357,3602,163,13974,4743.23,5135,5820,19744,11631,3794,550,555,8861,1093,504,3391,3104.98,42037
2022-11-10 00:00:00,18:00:00,42014.31,3534,3859,172,14615,4946.31,5456,6020,20797,12189,4016,581,586,9285,1151,529,3599,3068.31,43969
2022-11-10 00:00:00,19:00:00,44540.44,3714.5,3814.5,192,15391,5230.94,5721,6382,21972,12986,4229,607,619,9912,1218,561,3743,3462.94,46611
2022-11-10 00:00:00,20:00:00,46753.62,3902,4166,201,16202,5517.62,5979,6757,23009,13510,4439,644,658,10260,1289,591,4023,3640.62,48952
2022-11-10 00:00:00,21:00:00,48631.94,4030,4321,209,16902,5755.69,6264,7034,23936,14033,4659,669,692,10646,1351,617,4176,3763.94,50945
2022-11-10 00:00:00,22:00:00,50777.41,4192.5,4502.5,217,17748,6045.16,6568,7407,24914,14523,4875,703,727,10968,1416,645,4434,3922.91,53208
2022-11-10 00:00:00,23:00:00,52281.94,4163.5,4455.5,224,18478,6287.69,6869,7719,25714,14858,5090,730,760,11157,1476,671,4664,3926.44,54814
2022-11-10 00:00:00,23:59:00,55088.44,4536,4846,231,19402,6591.94,7166,8135,26838,15608,5304,763,795,11735,1542,700,4821,4312.44,57734
2022-11-11 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11 00:00:00,01:00:00,2245.47,161,214,6,820,280.22,295,358,951,636,228,32,38,466,58,18,76,313.47,2359
2022-11-11 00:00:00,02:00:00,4320,345.5,369.5,14,1578,542.75,593,665,2064,1229,456,66,72,892,130,54,335,332.5,4541
2022-11-11 00:00:00,03:00:00,6377.44,574.5,778.5,21,2318,764.19,899,953,3032,1809,683,92,108,1321,192,78,460,452.94,6694
2022-11-11 00:00:00,04:00:00,8857.94,699.5,784.5,28,3154,1052.44,1203,1323,4316,2600,905,122,145,1948,259,106,712,688.44,9287
2022-11-11 00:00:00,05:00:00,11408.41,922.5,1022.5,35,4024,1333.91,1505,1716,5533,3388,1128,157,180,2566,324,135,899,928.91,11945
2022-11-11 00:00:00,06:00:00,13644.07,1094,1206,42,4793,1581.57,1815,2026,6644,4067,1348,173,215,3113,387,161,1100,1113.07,14255
2022-11-11 00:00:00,07:00:00,15334.65,1180,1261,49,5408,1900.15,2120,2219,7554,4652,1570,210,248,3563,446,185,1184,1192.65,16068
2022-11-11 00:00:00,08:00:00,18740.5,1460.5,1586.5,57,6584,2165.25,2429,2859,9186,5714,1791,255,281,4395,513,217,1542,1510,19613
2022-11-11 00:00:00,09:00:00,20606.35,1551,1676,65,7187,2344.1,2714,3083,10236,6368,2002,280,318,4920,577,242,1646,1632.35,21567
2022-11-11 00:00:00,10:00:00,22918.47,1735,1846,77,7946,2537.97,2991,3508,11525,7176,2215,310,357,5563,646,270,1862,1712.47,23986
2022-11-11 00:00:00,11:00:00,25147.77,1858.5,2009.5,84,8526,2681.27,3256,3820,12679,7884,2423,341,390,6114,709,298,2026,2084.27,26316
2022-11-11 00:00:00,12:00:00,27723.89,2006.5,2184.5,91,9332,2872.39,3560,4287,14058,8741,2639,378,427,6781,777,327,2296,2327.39,29000
2022-11-11 00:00:00,13:00:00,29750.16,2093.5,2304.5,98,10010,3041.91,3873,4586,15210,9416,2846,403,464,7311,843,355,2495,2436.66,31123
2022-11-11 00:00:00,14:00:00,31761.07,2202,2430,106,10728,3220.57,4189,4892,16186,10007,3051,432,503,7743,913,384,2624,2645.07,33253
2022-11-11 00:00:00,15:00:00,33614.54,2298,2503,113,11359,3378.54,4530,5098,17272,10645,3272,458,538,8239,974,408,2810,2685.54,35209
2022-11-11 00:00:00,16:00:00,36052.38,2444,2697,120,12152,3604.13,4813,5487,18589,11480,3498,489,573,8917,1038,435,3039,2867.38,37750
2022-11-11 00:00:00,17:00:00,37840.91,2579,2882,127,12689,3757.91,5019,5723,19680,12149,3725,517,606,9458,1096,458,3179,2892.91,39629
2022-11-11 00:00:00,18:00:00,40438.04,2731,2979,135,13467,4019.79,5210,6162,20976,12980,3942,544,641,10110,1164,489,3417,3264.04,42331
2022-11-11 00:00:00,19:00:00,42494.85,2872,3131,144,14133,4249.85,5403,6500,22084,13602,4152,575,673,10576,1226,517,3648,3405.85,44491
2022-11-11 00:00:00,20:00:00,44743.38,3034,3309,151,14814,4479.88,5623,6823,23334,14414,4359,603,705,11235,1286,543,3842,3561.38,46844
2022-11-11 00:00:00,21:00:00,47434.3,3302,3679,157,15591,4718.8,5881,7206,24855,15329,4571,637,749,11975,1360,571,4195,3686.3,49660
2022-11-11 00:00:00,22:00:00,49423.32,3434.5,3767.5,163,16320,4945.32,6111,7580,25784,15880,4780,672,788,12359,1429,599,4311,3884.82,51744
2022-11-11 00:00:00,23:00:00,51130.34,3516.5,3803.5,169,16848,5124.84,6320,7822,26634,16271,4994,688,820,12653,1486,622,4479,4131.84,53522
2022-11-11 00:00:00,23:59:00,52801.36,3567,3865,174,17455,5318.61,6567,8041,27703,17000,5226,719,852,13202,1543,646,4607,4076.36,55295
2022-11-12 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12 00:00:00,01:00:00,2401.99,126.5,199.5,6,997,298.24,297,536,1010,570,242,41,32,352,65,31,242,268.49,2524
2022-11-12 00:00:00,02:00:00,4643.01,261.5,353.5,12,1909,560.26,583,1008,1963,1070,476,79,68,661,132,60,482,509.51,4878
2022-11-12 00:00:00,03:00:00,6651.94,432,652,18,2566,785.69,883,1255,3151,1790,711,103,102,1249,195,87,693,502.94,6973
2022-11-12 00:00:00,04:00:00,9130.02,547.5,702.5,23,3473,1016.27,1198,1698,4249,2439,951,146,139,1711,262,116,910,860.52,9557
2022-11-12 00:00:00,05:00:00,11015.95,648,828,28,4184,1236.45,1489,1998,5220,3052,1208,176,174,2179,324,141,1010,963.95,11532
2022-11-12 00:00:00,06:00:00,13035.34,776,987,35,4916,1429.84,1772,2325,6195,3621,1439,212,212,2591,392,169,1187,1148.34,13645
2022-11-12 00:00:00,07:00:00,9974667.19,833.5,1055.5,41,5481,1630.69,2073,2494,6999,4069,1670,236,249,2923,453,191,1293,9961353.69,9975358
2022-11-12 00:00:00,08:00:00,16234.43,954.5,1262.5,48,6630,1910.93,2384,3157,8340,4942,1904,281,285,3561,525,225,1603,309.93,17055
2022-11-12 00:00:00,09:00:00,18261.18,1075,1444,55,7416,2146.93,2705,3484,9309,5526,2137,323,323,3981,592,252,1782,461.18,19187
2022-11-12 00:00:00,10:00:00,20246.85,1191.5,1568.5,61,8157,2356.6,3000,3799,10257,6125,2364,367,358,4416,655,278,1934,641.35,21273
2022-11-12 00:00:00,11:00:00,22117.54,1296,1700,69,8770,2504.29,3305,4077,11215,6757,2587,393,392,4907,719,305,2054,836.54,23248
2022-11-12 00:00:00,12:00:00,24445.68,1444.5,1878.5,76,9644,2748.93,3612,4500,12318,7462,2821,435,424,5428,784,335,2259,1039.18,25683
2022-11-12 00:00:00,13:00:00,26459.79,1540.5,2012.5,89,10481,2992.04,3913,4891,13192,7892,3054,465,462,5691,851,362,2503,1246.29,27796
2022-11-12 00:00:00,14:00:00,28353.14,1648.5,2137.5,112,11144,3182.89,4179,5185,14146,8479,3277,496,496,6124,912,387,2667,1414.64,29793
2022-11-12 00:00:00,15:00:00,30274.46,1756.5,2270.5,142,11910,3376.46,4476,5557,15004,8940,3505,531,529,6415,976,416,2870,1603.96,31823
2022-11-12 00:00:00,16:00:00,32069.75,1866,2401,172,12688,3590.25,4785,5903,15732,9311,3738,565,562,6624,1037,443,3022,1783.75,33711
2022-11-12 00:00:00,17:00:00,33189.98,1959,2509,181,13255,3735.48,5084,6112,16538,9719,3955,585,590,6935,1091,466,3191,1437.98,34899
2022-11-12 00:00:00,18:00:00,36416.11,2101.5,2733.5,189,14194,3986.86,5398,6576,17978,10809,4188,631,623,7805,1157,498,3379,2142.61,38244
2022-11-12 00:00:00,19:00:00,38409.68,2218,2875,200,14967,4198.18,5664,6967,18861,11271,4432,667,648,8083,1213,527,3610,2363.68,40341
2022-11-12 00:00:00,20:00:00,39387.73,2299,3102,208,15375,4307.23,5965,7012,19459,11526,4661,695,677,8238,1267,549,3709,2254.73,41382
2022-11-12 00:00:00,21:00:00,42237.05,2438,3199,219,16400,4589.05,6287,7569,20697,12381,4914,740,710,8858,1337,584,3924,2702.05,44367
2022-11-12 00:00:00,22:00:00,44659.94,2581.5,3376.5,225,17289,4834.19,6593,8009,21856,13111,5144,778,743,9405,1404,615,4169,2933.44,46896
2022-11-12 00:00:00,23:00:00,45617.86,2744.5,3480.5,256,17655,5000.36,6907,8017,22556,13426,5374,811,773,9628,1455,634,4296,2662.36,47918
2022-11-12 00:00:00,23:59:00,48591.87,2871,3724,292,18733,5218.12,7198,8646,23724,14164,5610,846,807,10149,1527,670,4566,3263.87,51016
2022-11-13 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13 00:00:00,01:00:00,2022.95,165.5,221.5,45,693,201.95,311,271,999,638,238,35,34,494,64,28,131,165.45,2105
2022-11-13 00:00:00,02:00:00,4746.93,373,324,117,1616,446.43,614,749,2320,1476,481,80,71,1128,131,56,424,437.93,4966
2022-11-13 00:00:00,03:00:00,6912.88,546,483,176,2363,663.38,929,1061,3431,2107,784,118,103,1602,191,83,624,572.88,7225
2022-11-13 00:00:00,04:00:00,8953.86,718.5,696.5,250,3000,829.36,1246,1279,4565,2824,1095,148,136,2189,252,109,730,670.36,9347
2022-11-13 00:00:00,05:00:00,11836.87,959,872,340,4001,1091.37,1563,1820,5908,3625,1381,199,161,2777,311,142,1050,968.87,12348
2022-11-13 00:00:00,06:00:00,13930.25,1121.5,1030.5,395,4711,1278.25,1869,2126,6926,4258,1654,235,197,3255,372,165,1172,1171.75,14545
2022-11-13 00:00:00,07:00:00,16834.49,1396.5,1217.5,499,5528,1485.24,2173,2542,8475,5276,1966,277,230,4092,438,195,1412,1434.99,17550
2022-11-13 00:00:00,08:00:00,18641.4,1549,1315,554,6026,1617.65,2466,2683,9475,5961,2258,305,265,4662,499,220,1407,1591.4,19428
2022-11-13 00:00:00,09:00:00,21969.54,1894.5,1635.5,647,6929,1814.29,2785,3214,11367,7247,2564,355,291,5736,560,252,1756,1779.04,22875
