Frio (Kw)
18576.0
21478.0
21039.0
19832.0
20768.0
22277.0
20509.0
22200.0
22101.0
24861.0
18209.0
20614.0
21601.0
20636.0
19673.0
24742.0
22212.0
18998.0
21157.0
22642.0
26724.0
23301.0
19449.0
19689.0
16507.0
18733.0
17718.0
17689.0
19560.0
22763.0
22314.0
16616.0
17990.0
19346.0
20041.0
18525.0
14315.0
20101.0
13306.0
14738.0
18249.0
19022.0
13439.0
22019.0
21073.0
23331.0
20900.0
18255.0
20767.0
20378.0
21941.0
22115.0
17634.0
22021.5
23396.0
22853.0
28453.0
18731.0
16584.0
19394.0
22576.0
22261.0
21874.0
23306.0
21576.0
17470.0
17137.0
22400.0
26671.0
23012.0
20774.0
20222.0
23511.0
26964.0
27685.0
26505.0
20871.0
22330.0
23634.0
20153.0
23916.0
26527.0
25618.0
20698.0
30323.0
24229.0
19314.0
23218.0
26048.0
25599.0
25886.0
21782.0
25215.0
21135.0
22112.0
28448.0
27131.0
28126.0
28815.0
26819.0
21344.0
18188.0
22578.0
23093.0
26090.0
27874.0
28265.0
23887.0
15073.0
23541.0
25694.0
29129.0
28539.0
20274.0
32067.0
24299.0
31768.0
30326.0
29582.0
27968.0
22348.0
25520.0
28079.0
28299.0
27855.0
30621.0
33878.0
27731.0
25188.0
23684.0
26929.0
26599.0
35719.0
29532.0
26624.0
26288.0
29130.0
24129.0
21173.0
28163.0
29873.0
27124.0
26435.0
30656.0
29321.0
38215.0
30892.0
16048.0
30221.0
34544.0
37221.0
30057.0
32815.0
30317.0
24875.0
21495.0
30538.0
29992.0
27190.0
28204.0
26890.0
28819.0
21224.0
26414.0
31225.0
33331.0
25259.0
19075.0
32588.0
21782.0
22886.0
21794.0
25125.0
31666.0
35467.0
27779.0
23370.0
18032.0
22255.0
26277.0
26705.0
24548.0
27672.0
19143.0
28749.0
29133.0
28655.0
32127.0
21128.0
24051.0
24186.0
23778.0
20388.0
23008.0
20805.0
19425.0
23872.0
23944.0
28149.0
23655.0
19718.0
21112.0
17886.0
15770.5
14055.0
17955.0
16972.0
17057.0
19132.0
21025.0
17405.0
17995.0
16955.0
20317.0
14626.0
13556.0
16585.0
17417.0
11986.0
13709.0
11410.0
12321.0
12653.0
11931.0
9481.0
11587.0
10123.0
10360.0
10568.0
3124.0
""
