FECHA_HORA,prediccion,y_true
2023-03-28 23:59:00,21026.621038454847,19449.0
2023-03-29 23:59:00,20070.253589732052,19689.0
2023-03-30 23:59:00,18679.027500090302,16507.0
2023-04-01 23:59:00,18106.815361470017,18733.0
2023-04-02 23:59:00,18228.13208489548,17718.0
2023-04-03 23:59:00,18512.122943283146,17689.0
2023-04-04 23:59:00,19484.249020579817,19560.0
2023-04-05 23:59:00,21626.018714392892,22763.0
2023-04-06 23:59:00,21828.695496795102,22314.0
2023-04-07 23:59:00,18651.073423100635,16616.0
2023-04-08 23:59:00,18019.298645027724,17990.0
2023-04-09 23:59:00,19486.136910224483,19346.0
2023-04-10 23:59:00,20187.57589853114,20041.0
2023-04-11 23:59:00,19926.29880392446,18525.0
2023-04-12 23:59:00,16800.37772282865,14315.0
2023-04-13 19:00:00,17874.543348823667,20101.0
2023-04-14 23:59:00,16365.865319948414,13306.0
2023-04-15 23:59:00,15072.944659992381,14738.0
2023-04-16 23:59:00,17598.05173924996,18249.0
2023-04-17 23:59:00,18848.171336742995,19022.0
2023-04-18 23:59:00,16748.473509584266,13439.0
2023-04-19 16:00:00,18876.253679135258,22019.0
2023-04-20 23:59:00,20832.67229449894,21073.0
2023-04-21 23:59:00,20715.723043831047,23331.0
2023-04-22 23:59:00,20130.68172221551,20900.0
2023-04-23 23:59:00,19058.303601493615,18255.0
2023-04-24 23:59:00,19973.84581138224,20767.0
2023-04-25 23:59:00,20596.019586801584,20378.0
2023-04-26 23:59:00,21116.19417955699,21941.0
2023-04-27 23:59:00,21676.643910639916,22115.0
2023-04-28 23:59:00,19289.16942222516,17634.0
2023-04-29 23:59:00,19693.325719920103,22021.5
2023-04-30 23:59:00,22209.72670740375,23396.0
2023-05-01 23:59:00,22832.76966918002,22853.0
2023-05-02 23:59:00,25370.20023400211,28453.0
2023-05-03 23:59:00,21105.378561533107,18731.0
2023-05-04 23:59:00,17965.40725530784,16584.0
2023-05-05 23:59:00,18324.202483052362,19394.0
2023-05-06 23:59:00,21058.330364537793,22576.0
2023-05-07 23:59:00,22197.983921484996,22261.0
2023-05-08 23:59:00,22394.488727115386,21874.0
2023-05-09 23:59:00,22897.744645113755,23306.0
2023-05-10 23:59:00,21792.38681524135,21576.0
2023-05-11 23:59:00,19229.42271434725,17470.0
2023-05-12 23:59:00,18432.910246115393,17137.0
2023-05-13 23:59:00,20435.53575096294,22400.0
2023-05-14 23:59:00,23625.285124272676,26671.0
2023-05-15 23:59:00,23485.383101041207,23012.0
2023-05-16 23:59:00,21911.698002145113,20774.0
2023-05-17 23:59:00,20646.065781769226,20222.0
2023-05-18 23:59:00,21327.799062997583,23511.0
2023-05-19 23:59:00,23712.122179789065,26964.0
2023-05-20 23:59:00,25670.91681553783,27685.0
2023-05-21 23:59:00,26432.294082070817,26505.0
2023-05-22 23:59:00,22617.423325083924,20871.0
2023-05-23 23:59:00,22657.596569586472,22330.0
2023-05-24 23:59:00,24174.69753255572,23634.0
2023-05-25 23:59:00,21821.63361037759,20153.0
2023-05-26 23:59:00,24334.467444242156,23916.0
