Frio (Kw)
30280.0
30969.0
34941.0
33699.0
27148.0
25384.0
22193.0
24494.0
31401.0
36321.0
28827.0
31156.0
31316.0
26542.5
28964.0
28824.0
26416.0
25308.0
17740.0
23627.0
29909.0
34116.0
32027.0
29046.0
33086.0
29380.0
25384.0
24017.0
24659.0
29064.0
27754.0
36007.0
32487.0
33641.0
31881.0
31691.0
31954.0
32363.0
31834.0
29135.0
30732.0
40881.0
35115.0
35536.0
29837.0
33826.0
38119.0
41901.0
35095.0
31889.0
37781.0
34165.0
34481.0
34965.0
35992.0
33153.0
29239.0
36128.0
36251.0
30362.0
30323.0
26635.0
38268.0
32442.0
16450.0
25613.0
35070.0
23879.0
11870.0
23669.0
29850.0
26519.0
32093.0
26459.0
14034.0
31915.0
29421.0
29496.0
30225.0
30800.0
35933.0
32412.0
28758.0
27821.0
30534.0
33681.0
33080.0
26585.0
25080.0
32519.0
36874.0
34353.0
39077.0
41206.0
39271.0
37727.0
27873.0
28439.0
33943.0
40648.0
36529.0
24919.0
28391.0
37502.0
27198.0
31340.0
31856.0
35217.0
32212.0
25652.0
22342.0
26373.0
28386.0
23538.0
25420.0
28056.0
30469.0
34498.0
31001.0
24941.0
27579.0
22748.0
21736.0
16480.0
20665.0
27583.0
21420.0
17216.0
20451.0
29752.0
21508.0
23463.0
25137.0
23590.0
25036.0
26016.0
23859.0
22424.0
25953.0
30621.0
28170.0
26616.0
26206.0
19378.0
21034.0
24491.0
26935.0
28252.0
26074.0
31869.0
26196.0
22643.0
20184.0
20980.0
25553.0
25301.0
20456.0
22046.0
18806.0
21805.0
25048.0
26589.0
23304.5
15687.0
14790.0
21465.0
20432.0
22618.0
22756.0
18641.0
19880.0
15945.0
18586.0
25269.0
21513.0
19368.0
17770.0
22445.0
15643.0
14654.0
22459.0
18577.0
17036.0
17114.0
16743.0
17942.0
20189.0
22990.0
26427.0
24957.0
22048.0
17342.0
15813.0
7714.0
16144.0
12401.0
15177.0
17596.0
17489.0
16901.0
14178.0
17277.0
13477.0
19220.0
16966.0
13344.0
15376.0
19992.0
22284.0
19740.0
23089.0
18513.0
20625.0
15548.0
12935.0
14153.0
18016.0
16878.0
20494.0
15871.0
14925.0
17562.0
16823.5
