Frio (Kw)
23954.0
28268.0
24246.0
29885.0
24449.0
24435.0
33401.0
30921.0
27721.0
29046.0
35721.0
31017.0
34753.0
26648.0
27628.0
26595.0
30933.0
34890.0
33155.0
33436.0
38249.0
40886.0
33644.0
30355.0
36679.0
31448.0
33549.0
34214.0
31001.0
22781.0
30194.0
31674.0
26078.0
25260.0
27644.0
25407.0
30045.0
28152.0
26619.0
29181.0
30243.0
29964.0
31421.0
30191.0
28363.0
27017.0
25323.0
28135.0
27162.0
24973.0
24502.0
31548.0
35354.0
29323.0
37809.0
32562.0
29727.0
31514.0
27993.0
28731.0
31955.0
33024.0
31760.0
27842.0
32014.0
31755.0
29610.0
33680.0
29293.0
33150.0
29552.0
25557.0
26836.0
28300.0
30139.0
28393.0
27718.0
25603.0
25065.0
25745.0
26573.0
24696.0
25415.0
27652.0
25897.0
26506.0
26368.0
27590.5
18085.0
19914.0
20506.0
25928.0
25799.0
27021.0
32875.0
30220.0
28959.0
25793.0
25879.0
24132.0
21649.0
22207.0
25328.0
26375.0
28660.0
21863.0
28220.0
25331.0
32523.0
28374.0
23701.0
23172.0
22899.0
21500.0
24168.0
24191.0
24294.0
27473.0
22547.0
24349.0
27645.0
23989.0
20012.0
24321.0
21412.0
22196.0
22685.0
28715.0
28040.0
25795.0
22824.0
24569.0
23870.0
19468.0
18156.0
20710.0
28966.0
25612.0
25525.0
21249.0
18245.0
16550.0
14078.0
18139.0
21373.0
20528.0
21723.0
19125.0
25433.0
19662.0
15749.0
13053.0
13084.0
13254.0
13094.0
13815.0
13856.0
14473.0
9843.0
12195.0
10721.0
12004.0
13009.0
11020.0
13280.0
13994.0
9257.0
9346.0
10556.0
16315.0
14727.0
14032.0
12220.0
9412.0
8032.0
6808.0
7496.0
11433.0
9751.0
11433.0
4925.0
8475.0
11089.0
16965.0
12016.0
5578.0
13055.0
10725.0
13745.0
18068.0
15218.0
11689.0
13547.0
10217.0
11226.0
11264.0
10097.0
14626.0
16699.0
14988.0
13144.0
12447.0
11041.0
12798.0
17041.0
15907.0
17107.0
18962.0
16218.0
18601.0
17879.0
19236.0
20109.0
17617.0
25114.0
23025.0
19898.0
16923.0
14719.0
14928.0
23294.0
20827.0
17774.0
17853.0
17287.0
20102.0
27091.0
23837.0
20228.0
20648.0
18937.0
19718.0
19040.0
17354.0
17321.0
22416.0
24423.0
26230.0
26761.0
29530.0
21952.0
20567.0
24319.0
27867.0
26450.0
27743.0
24536.0
22698.0
21833.0
23731.0
20648.0
19018.0
20447.0
26464.0
24261.0
23964.0
22902.0
26907.0
23223.0
30944.0
30930.0
24936.0
23214.0
30701.0
33382.0
30952.0
29214.0
27220.0
29945.0
22380.0
24715.0
24614.0
25218.0
28451.0
30409.0
30429.0
25500.0
26888.0
31339.0
29891.0
34230.0
27196.0
22602.0
20047.0
30312.0
33954.0
34174.0
31212.0
27116.0
26058.0
27044.0
27720.0
26489.0
31453.0
33838.0
42919.0
2804229.0
29361.0
30811.0
29516.0
31672.0
30973.0
27552.0
29845.0
26317.0
28674.0
32436.0
28081.0
31395.0
31790.0
28212.0
29389.0
35452.0
30398.0
30579.0
32128.0
31175.0
30775.0
31156.0
32140.0
30936.0
32788.0
32508.0
29539.0
26715.0
22398.0
36809.0
31263.0
37129.0
37857.0
38535.0
38299.0
36866.0
31034.0
33727.0
31712.0
32729.0
40693.0
37992.0
33444.0
33141.0
38963.0
41203.0
32561.0
32641.0
35558.0
32472.0
34945.0
48046.0
42005.0
33261.0
24606.0
24606.0
31198.0
36774.0
36868.0
32571.0
16411.0
23656.0
31902.0
36871.0
32060.0
34020.0
23288.0
30836.0
27694.0
33865.0
37846.0
46001.0
33704.0
40329.0
40979.0
32626.0
36095.0
28141.0
35382.0
35377.0
54681.0
40720.0
30511.0
35739.0
35208.0
29997.0
41148.0
30764.0
30962.0
29330.0
31644.0
56128.0
36469.0
36576.0
36181.0
32673.0
34136.0
35176.0
32033.0
28723.0
29638.0
33524.0
30578.0
29550.0
30910.0
33358.0
31854.0
27330.0
34298.0
35210.0
33935.0
33358.0
28355.0
37352.0
42604.0
37122.0
36002.0
31935.0
36275.0
36952.0
32150.0
37678.0
31070.0
29257.0
27274.0
31677.0
38303.0
26716.0
24198.0
25781.0
29625.0
26342.0
30520.0
31406.0
26337.0
29658.0
30859.0
26006.0
25516.0
31918.0
29687.0
33098.0
27693.0
28579.0
26888.0
25095.0
29199.0
29478.0
21685.5
19862.0
24096.0
22778.0
28086.0
27176.0
28062.0
27947.0
27824.0
22956.0
22291.0
27959.0
32336.0
22209.0
30360.0
21921.0
27975.0
23816.0
25639.0
22394.0
22132.0
29880.0
28278.0
26092.0
27114.0
26262.0
28531.0
26061.0
17771.0
9228.0
8465.0
9800.0
12708.0
15294.0
14390.0
21069.0
20921.0
21818.0
21587.0
19331.0
11735.0
13202.0
10149.0
20235.0
27183.0
17622.0
16211.0
16918.0
14402.0
14389.0
15728.0
19732.0
24654.0
26635.0
18664.0
17318.0
14329.0
19825.0
25719.0
17838.0
13710.5
10455.0
10529.0
14724.0
13275.0
11444.0
12354.0
16005.0
13610.0
15424.0
14177.0
13512.0
9925.0
6944.0
10739.0
17777.0
16866.0
10204.0
10780.0
10971.0
9322.0
12456.0
4669.0
10163.0
13897.0
16079.0
12279.0
11922.0
9657.0
2910.0
2706.0
3106.0
2770.0
2310.0
16176.0
13120.0
12810.0
9152.0
11333.0
12518.0
14793.0
10558.0
13445.0
15976.0
16106.0
15163.0
11776.0
9635.0
9425.0
17425.0
17039.0
15731.0
7756.0
9726.0
17698.0
17647.0
18497.0
21486.0
17346.0
11256.0
14894.0
11601.0
19301.0
19887.0
20007.0
17094.0
20203.0
23468.0
22535.0
17208.0
18168.0
16883.0
15857.0
20992.0
22655.0
17889.0
19431.0
20217.0
25480.0
21470.0
16649.0
19892.0
14423.0
13886.0
29813.0
18939.0
23817.0
24621.0
23073.0
19280.75
20542.0
19294.0
18835.0
14659.0
19779.0
23689.0
22814.0
20299.0
21096.0
20067.0
19514.0
21730.0
21454.0
23301.0
23639.0
24066.0
22594.0
22037.0
23561.0
21436.0
31331.0
22352.0
22408.0
27527.0
24093.0
22672.0
21213.0
28469.0
31696.0
30685.0
29187.0
30536.0
28854.0
23630.0
22573.0
27825.0
30055.0
27681.0
21068.0
23655.0
25525.0
29425.0
25918.0
25358.0
25323.0
24044.0
