DIA,HORA,Planta (Kw),Elaboracion (Kw),Bodega (Kw),Cocina (Kw),Envasado (Kw),Linea 2 (Kw),Linea 3 (Kw),Linea 4 (Kw),Servicios (Kw),Sala Maq (Kw),Aire (Kw),Calderas (Kw),Efluentes (Kw),Frio (Kw),Pta Agua / Eflu (Kw),Prod Agua (Kw),Resto Serv (Kw),Restos Planta (Kw),KW Gral Planta
2021-07-01 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01 00:00:00,01:00:00,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,-168,0,0
2021-07-01 00:00:00,02:00:00,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,-336,0,0
2021-07-01 00:00:00,03:00:00,1421.53,134,170.75,5,12,38.71,22,0,1233,876,512,4,32,757,40,6,-208,42.53,1510
2021-07-01 00:00:00,04:00:00,2803.91,262.5,336.25,10,22,76.56,41,0,2434,1701,689,7,65,1480,83,15,-85,85.41,2978
2021-07-01 00:00:00,05:00:00,4177.41,390.62,497.62,16,34,114.06,62,0,3627.5,2538,866,23,100,2190,125,20,32.5,125.29,4441
2021-07-01 00:00:00,06:00:00,5557.91,519.5,663.5,21,45,149.78,83,0,4823,3387,1042,45,134,2898,167,26,151,170.41,5906
2021-07-01 00:00:00,07:00:00,6875.62,649.25,827.75,26,56,187.43,103,0,5958.5,4156,1221,70,169,3545,209,32,264.5,211.87,7310
2021-07-01 00:00:00,08:00:00,8090.03,775,986.5,30,64,222.62,123,0,7001.5,4863,1412,89,203,4107,250,38,370.5,249.53,8606
2021-07-01 00:00:00,09:00:00,9367.65,906.12,1152.87,33,71,260.05,143,0,8101.5,5636,1603,114,236,4735,294,47,480.5,289.03,9961
2021-07-01 00:00:00,10:00:00,10703,1054,1337.5,37,78,297.18,166,0,9238.5,6466,1786,136,268,5428,333,53,585.5,332.5,11379
2021-07-01 00:00:00,11:00:00,12066.17,1199.62,1521.87,41,85,337.82,189,0,10403,7300,1963,142,299,6164,370,58,694,378.55,12818
2021-07-01 00:00:00,12:00:00,13387.16,1340.12,1705.87,45,92,380.47,217,0,11525.5,8133,2139,155,332,6872,411,65,800.5,429.54,14219
2021-07-01 00:00:00,13:00:00,14535.15,1402.5,1813.25,49,99,427.15,245,0,12547,8911,2315,162,365,7537,455,74,916,486.65,15447
2021-07-01 00:00:00,14:00:00,15607.96,1449.75,1909,53,107,475.46,275,0,13501.5,9639,2492,165,400,8156,497,80,1020.5,549.71,16602
2021-07-01 00:00:00,15:00:00,16719.47,1493.5,2004.5,57,120,526.43,308,0,14495.5,10399,2669,180,434,8797,540,88,1127.5,610.47,17799
2021-07-01 00:00:00,16:00:00,17895.19,1538.75,2104.25,61,129,578.25,342,0,15549,11195,2847,203,467,9462,583,97,1235,678.44,19057
2021-07-01 00:00:00,17:00:00,19059.76,1608.37,2229.12,65,140,632.79,377,0,16561.5,11936,3024,227,501,10083,628,106,1343.5,749.89,20311
2021-07-01 00:00:00,18:00:00,20195.42,1661.25,2334.75,69,149,683.76,411,0,17572.5,12668,3201,251,534,10701,672,116,1457.5,812.67,21536
2021-07-01 00:00:00,19:00:00,21427.17,1717.87,2443.37,73,156,731.79,443,0,18675,13448,3379,276,567,11346,717,126,1569,878.3,22854
2021-07-01 00:00:00,20:00:00,22540.04,1761.37,2536.62,77,164,782.22,473,0,19668.5,14183,3556,301,603,11938,766,135,1679.5,946.17,24056
2021-07-01 00:00:00,21:00:00,23738.85,1847.37,2670.37,81,172,827.97,502,0,20717,14954,3733,313,636,12589,813,146,1797,1002.48,25341
2021-07-01 00:00:00,22:00:00,24855.99,1914.25,2782.25,86,181,873.24,528,0,21703.5,15655,3911,330,670,13174,860,156,1908.5,1057.24,26549
2021-07-01 00:00:00,23:00:00,25926.19,1958.87,2870.62,91,203,917.44,554,0,22663.5,16304,4088,355,703,13694,905,164,2082.5,1100.82,27716
2021-07-01 00:00:00,23:59:00,27637.27,2027.25,2968,98,594,1078.83,617,0,23848,17080,4265,391,741,14325,970,188,2241,1168.02,29529
2021-07-02 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-02 00:00:00,01:00:00,33.94,2.13,2.63,0,9,4.07,3,4,18,16,242,1,0,13,0,0,-238,4.81,37
2021-07-02 00:00:00,02:00:00,2573.08,158.75,189.25,19,684,239.3,235,300,1615,1168,492,38,45,1011,82,34,-104,115.33,2678
2021-07-02 00:00:00,03:00:00,5344.92,347.75,404.25,45,1437,496.33,497,631,3320.5,2425,743,75,86,2106,160,68,46.5,239.67,5553
2021-07-02 00:00:00,04:00:00,8215.06,536.38,627.63,66,2242,774.22,776,983,5053,3662,994,111,122,3186,231,100,198,383.68,8526
2021-07-02 00:00:00,05:00:00,11055.05,737.75,859,88,3056,1043.86,1064,1340,6746,4817,1245,125,158,4225,306,136,379,515.3,11466
2021-07-02 00:00:00,06:00:00,13694.37,912.75,1067.5,95,3921,1322.75,1392,1703,8217.5,5722,1496,155,197,4998,385,173,584.5,643.12,14203
2021-07-02 00:00:00,07:00:00,16353.3,1096.13,1283.88,102,4769,1592.3,1711,2064,9721.5,6662,1747,195,239,5801,466,210,778.5,766.67,16969
2021-07-02 00:00:00,08:00:00,18930.96,1289.63,1509.63,108,5590,1848.46,2033,2409,11167.5,7540,1997,233,282,6573,548,246,959.5,883.83,19647
2021-07-02 00:00:00,09:00:00,21522.37,1488.13,1738.88,116,6351,2062.43,2335,2749,12690,8516,2247,270,324,7399,634,288,1145,993.24,22330
2021-07-02 00:00:00,10:00:00,15406.88,1694.5,1979.5,130,7102,2213.91,2648,3090,13217,9573,2498,306,364,8323,-8039,-750,1330,-6606.62,25061
2021-07-02 00:00:00,11:00:00,17706.8,1887.88,2197.13,156,7782,2268.55,2975,3440,14565.5,10345,2749,342,401,9025,-7967,-717,1492.5,-6528.58,27457
2021-07-02 00:00:00,12:00:00,20110.96,2127.88,2455.38,190,8460,2325.18,3297,3791,15971.5,11157,3012,377,436,9781,-7888,-676,1641.5,-6448.42,29964
2021-07-02 00:00:00,13:00:00,22833.88,2440.63,2779.63,233,9160,2381.6,3633,4143,17604,12239,3273,414,478,10742,-7803,-637,1803,-6370.75,32789
2021-07-02 00:00:00,14:00:00,25747.94,2689.75,3032.5,281,9861,2439.94,3957,4497,19503.5,13651,3536,454,514,11975,-7715,-590,1960.5,-6306.31,35807
2021-07-02 00:00:00,15:00:00,28578.33,2961.63,3318.88,327,10544,2497.05,4285,4844,21293.5,14941,3792,490,548,13097,-7632,-545,2115.5,-6220.8,38749
2021-07-02 00:00:00,16:00:00,31396.81,3248.5,3579.5,397,11207,2552.75,4599,5186,23090,16186,4045,526,581,14210,-7556,-506,2304,-6148.69,41676
2021-07-02 00:00:00,17:00:00,34455.96,3540,3848.5,469,11883,2608.62,4931,5523,25103,17691,4299,564,614,15546,-7474,-462,2497,-6070.04,44843
2021-07-02 00:00:00,18:00:00,37234.41,3792,4106.25,519,12585,2664.35,5276,5873,26849.5,18909,4552,600,646,16599,-7399,-423,2722.5,-5992.09,47727
2021-07-02 00:00:00,19:00:00,39576.74,4033.88,4308.88,602,13261,2719.96,5607,6215,28203.5,19780,4805,638,676,17301,-7329,-386,2908.5,-5921.64,50181
2021-07-02 00:00:00,20:00:01,42507.58,4228.25,4518.5,636,13953,2775.64,5944,6566,30171.5,21288,5058,673,710,18643,-7247,-341,3075.5,-5845.17,53234
2021-07-02 00:00:00,21:00:00,45333.3,4492.5,4733.25,729,14625,2827.74,6269,6912,31992.5,22608,5310,711,746,19797,-7157,-293,3277.5,-5776.7,56176
2021-07-02 00:00:00,22:00:00,48271.44,4773.63,5010.88,787,15265,2876.53,6564,7256,33924.5,24098,5562,745,784,21134,-7074,-251,3434.5,-5691.69,59227
2021-07-02 00:00:00,23:00:00,51368.43,5120.63,5309.38,883,15920,2923.21,6880,7595,35942,25628,5813,783,820,22504,-6989,-207,3632,-5614.2,62438
2021-07-02 00:00:00,23:59:00,54409.81,5391.13,5595.88,928,16522,2965.34,7162,7915,38033,27216,6064,819,855,23954,-6907,-164,3812,-5536.32,65592
2021-07-03 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-03 00:00:00,01:00:00,43.91,4,5,1,9,0.47,4,5,30,20,297,1,1,19,2,1,-291,0.91,45
2021-07-03 00:00:00,02:00:00,2685.44,253.37,276.37,29,592,40.44,225,367,1771,1235,603,37,36,1188,87,47,-202,69.07,2796
2021-07-03 00:00:00,03:00:00,5864.79,499.37,536.12,55,1204,82.45,472,732,4030,2984,911,74,75,2885,175,93,-119,131.42,6079
2021-07-03 00:00:00,04:00:00,8577.23,728.25,792.5,64,1809,123.92,716,1093,5850.5,4297,1223,110,111,4145,253,132,-36.5,189.48,8893
2021-07-03 00:00:00,05:00:00,11201.55,955.25,1048.5,72,2442,163.43,1007,1435,7556,5492,1534,147,152,5269,332,168,69,248.3,11614
2021-07-03 00:00:00,06:00:00,13841.14,1170,1271.75,100,3105,202.86,1302,1803,9262,6767,1853,183,189,6378,406,202,192,304.14,14354
2021-07-03 00:00:00,07:00:00,16191.37,1370.25,1492,134,3764,242.5,1599,2165,10676.5,7761,2177,220,229,7200,487,241,300.5,380.62,16803
2021-07-03 00:00:00,08:00:00,18539.51,1601.5,1725.25,188,4378,279.54,1873,2505,12106.5,8746,2501,258,271,8006,564,274,443.5,453.51,19254
2021-07-03 00:00:00,09:00:00,20916.65,1819.25,1972.5,219,5033,332.53,2171,2862,13511,9683,2811,296,310,8807,637,304,587,553.4,21721
2021-07-03 00:00:00,10:00:00,23551.73,2123.5,2244.75,292,5679,456.01,2471,3206,15045,10729,3122,334,350,9699,721,345,759,704.23,24447
2021-07-03 00:00:00,11:00:00,26693.78,2393.37,2518.87,339,6337,577.41,2781,3554,17107.5,12278,3429,371,389,11118,805,386,941.5,855.91,27681
2021-07-03 00:00:00,12:00:00,29555.92,2723.62,2800.62,423,6988,699.64,3091,3895,18850,13514,3738,411,430,12211,892,429,1132,994.3,30641
2021-07-03 00:00:00,13:00:00,32666.79,3038.87,3091.87,493,7643,745.23,3402,4239,20924,15075,4045,448,468,13648,981,475,1314,1060.92,33848
2021-07-03 00:00:00,14:00:00,35807.69,3384.87,3408.12,565,8290,795.6,3695,4593,22998.5,16646,4354,487,506,15075,1067,518,1506.5,1134.32,37088
2021-07-03 00:00:00,15:00:00,39004.35,3723.37,3721.87,636,8897,843.82,3960,4935,25175.5,18311,4664,524,542,16576,1154,564,1727.5,1208.48,40383
2021-07-03 00:00:00,16:00:00,42059.89,4038.75,4018.75,702,9546,893.61,4252,5292,27185,19823,4975,561,578,17918,1234,603,1946,1290.14,43543
2021-07-03 00:00:00,17:00:00,45030.49,4360,4330.75,763,10210,930.24,4563,5645,29100.5,21251,5284,599,616,19184,1317,644,2143.5,1359.99,46619
2021-07-03 00:00:00,18:00:00,47956.06,4689.62,4633.62,834,10878,965.97,4878,5998,30967,22649,5593,637,652,20427,1401,688,2315,1421.44,49647
2021-07-03 00:00:00,19:00:00,50944.72,4976,4869.25,927,11547,1003.88,5187,6358,32938,24139,5905,676,693,21761,1491,731,2492,1483.72,52743
2021-07-03 00:00:00,20:00:00,53470.23,5212.62,5110.12,974,12194,1040.04,5488,6704,34512.5,25187,6226,717,730,22672,1573,772,2688.5,1551.11,55378
2021-07-03 00:00:00,21:00:00,56273.01,5524.12,5365.12,1066,12860,1074.04,5802,7056,36281.5,26466,6545,758,773,23800,1667,818,2853.5,1607.39,58285
2021-07-03 00:00:00,22:00:01,59329.82,5814.25,5662,1118,13490,1101.92,6071,7417,38354.5,28083,6860,794,810,25258,1749,860,3008.5,1671.07,61451
2021-07-03 00:00:00,23:00:00,62356.81,6147,5967,1198,14129,1135.22,6345,7781,40339,29624,7166,830,849,26664,1831,899,3142,1741.81,64597
2021-07-03 00:00:00,23:59:00,65685.59,6437.75,6237.5,1260,14818,1289.53,6629,8129,42565.5,31386,7473,870,895,28268,1926,943,3302.5,1864.34,68039
2021-07-04 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-04 00:00:00,01:00:00,51.88,5.5,5.25,1,13,3.25,5,7,30.5,23,324,0,0,23,1,1,-317.5,2.88,54
2021-07-04 00:00:00,02:00:00,2667.75,275.87,234.87,87,780,199.87,298,372,1493.5,999,658,38,41,852,77,33,-148.5,118.38,2781
2021-07-04 00:00:00,03:00:00,5430.74,539.12,461.62,172,1557,399.92,601,737,3097.5,2129,992,78,83,1830,159,69,2.5,237.12,5655
2021-07-04 00:00:00,04:00:00,8110.67,776.12,663.12,244,2350,629.1,898,1101,4632.5,3175,1325,118,122,2729,240,107,169.5,352.05,8449
2021-07-04 00:00:00,05:00:00,10671.93,1015.87,870.37,326,3151,877.99,1190,1459,6024,4085,1659,159,156,3470,316,146,352,481.06,11119
2021-07-04 00:00:00,06:00:00,13642.77,1273.25,1078,406,3960,1123.42,1490,1820,7821.5,5378,1993,195,188,4602,397,190,550.5,588.02,14196
2021-07-04 00:00:00,07:00:00,16505.16,1576.62,1336.62,490,4769,1370.91,1784,2187,9456.5,6493,2326,232,228,5552,488,237,757.5,703.04,17177
2021-07-04 00:00:00,08:00:00,19063.22,1831,1576.75,563,5525,1612.84,2034,2555,10863.5,7386,2660,278,268,6270,570,277,961.5,843.72,19847
2021-07-04 00:00:00,09:00:00,21832,2084.62,1771.12,668,6346,1878.9,2336,2921,12424.5,8432,3002,321,302,7137,651,319,1171.5,976.88,22728
2021-07-04 00:00:00,10:00:00,24681.87,2311.87,1968.12,757,7154,2133.9,2628,3286,14101.5,9587,3349,363,337,8109,736,366,1385.5,1114.5,25692
2021-07-04 00:00:00,11:00:00,27537.26,2571.62,2185.87,852,7959,2386.38,2932,3643,15758.5,10732,3697,402,373,9089,822,410,1575.5,1248.14,28667
2021-07-04 00:00:00,12:00:01,30223.96,2844.37,2398.12,953,8767,2634.36,3238,3996,17248,11739,4031,445,408,9932,904,453,1747,1364.59,31484
2021-07-04 00:00:00,13:00:00,33245.73,3101.62,2626.62,1041,9607,2903.13,3562,4347,19037,13030,4366,486,444,11057,999,505,1926,1500.11,34634
2021-07-04 00:00:00,14:00:00,36426.77,3383.37,2856.37,1147,10438,3177.17,3877,4696,20972,14465,4703,531,477,12324,1085,552,2112,1633.4,37948
2021-07-04 00:00:00,15:00:00,39188.26,3567.12,3073.37,1197,11292,3454.57,4208,5054,22527,15501,5040,574,511,13211,1161,589,2313,1802.14,40841
2021-07-04 00:00:00,16:00:00,42146.26,3805.5,3250,1314,12111,3727.07,4527,5390,24289,16718,5378,619,546,14269,1248,634,2536,1940.76,43924
2021-07-04 00:00:00,17:00:00,45445.25,4018.87,3430.37,1406,12948,4008.43,4855,5734,26384,18300,5716,666,584,15673,1337,681,2736,2094.38,47351
2021-07-04 00:00:00,18:00:00,48367.03,4239.37,3610.37,1494,13786,4282.09,5179,6089,28109.5,19519,6053,710,621,16720,1424,726,2929.5,2232.16,50393
2021-07-04 00:00:00,19:00:00,51441.16,4512.75,3824,1595,14627,4550.09,5510,6445,29939.5,20864,6389,754,651,17894,1508,773,3106.5,2361.91,53584
2021-07-04 00:00:00,20:00:00,54482.12,4761.75,4042,1673,15451,4818.84,5837,6785,31769.5,22191,6726,800,686,19054,1593,819,3285.5,2499.87,56746
2021-07-04 00:00:00,21:00:00,57916.52,5020.5,4268.5,1754,16307,5095.45,6168,7149,33945.5,23839,7065,834,721,20538,1684,868,3493.5,2643.52,60306
2021-07-04 00:00:00,22:00:00,60992.98,5284.25,4471.75,1855,17180,5368.01,6517,7514,35745,25156,7412,876,759,21670,1768,910,3665,2783.73,63507
2021-07-04 00:00:00,23:00:00,64287.65,5502.62,4650.12,1940,18009,5630.71,6855,7856,37851,26766,7759,916,797,23102,1865,962,3838,2925.03,66924
2021-07-04 00:00:00,23:59:00,67098.54,5694.25,4810.75,2020,18696,5861.35,7115,8165,39650,28070,8102,952,834,24246,1956,1011,3998,3058.29,69857
2021-07-05 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05 00:00:00,01:00:00,46.97,3.13,0.6299999999,2,12,3.44,4,7,33,23,314,1,2,20,2,0,-305,-1.16,49
2021-07-05 00:00:00,02:00:00,2728.51,180.38,176.63,61,786,218.6,319,371,1607,1093,638,39,36,948,83,43,-126,155.13,2848
2021-07-05 00:00:00,03:00:00,5238.34,388.13,350.13,142,1590,452.06,650,731,2958.5,1964,962,78,73,1665,153,72,54.5,301.71,5474
2021-07-05 00:00:00,04:00:00,8177.03,596.88,554.63,205,2409,681.4,990,1094,4720.5,3225,1286,115,109,2772,236,115,243.5,450.65,8529
2021-07-05 00:00:00,05:00:00,11208.86,861.88,771.13,297,3220,916.2,1326,1450,6538,4561,1608,153,140,3946,316,159,427,588.98,11677
2021-07-05 00:00:00,06:00:00,14014.67,1082.25,991.75,352,4044,1161.48,1659,1812,8149.5,5692,1931,190,170,4914,391,199,615.5,738.92,14597
2021-07-05 00:00:00,07:00:00,16900.5,1336.13,1217.38,431,4832,1380.03,1978,2176,9853.5,6923,2254,228,201,5979,469,243,793.5,878.87,17597
2021-07-05 00:00:00,08:00:00,19653.47,1523.5,1422,479,5529,1619.94,2208,2519,11565.5,8139,2577,266,241,7030,554,284,962.5,1035.47,20472
2021-07-05 00:00:00,09:00:00,22530.67,1801.88,1644.38,576,6184,1857.79,2379,2871,13388,9398,2900,305,283,8143,642,326,1154,1156.79,23471
2021-07-05 00:00:00,10:00:00,25541.18,2067.88,1883.38,660,6751,2119.18,2447,3226,15421.5,10855,3222,342,323,9468,735,373,1345.5,1300.8,26598
2021-07-05 00:00:00,11:00:00,28302.66,2356.75,2123.75,759,7359,2376.5,2571,3568,17151,12019,3557,381,359,10500,821,419,1514,1435.91,29491
2021-07-05 00:00:00,12:00:00,31375.81,2608,2359.25,837,8011,2635.84,2729,3916,19175,13476,3894,419,395,11829,909,466,1678,1581.81,32690
2021-07-05 00:00:00,13:00:00,34503.79,2938.5,2635.5,939,8670,2897.85,2891,4267,21178.5,14909,4229,459,430,13100,994,511,1881.5,1716.79,35952
2021-07-05 00:00:00,14:00:00,37720.48,3242,2917.5,1021,9287,3161.92,3005,4622,23325.5,16535,4554,497,465,14565,1081,556,2046.5,1865.98,39301
2021-07-05 00:00:00,15:00:00,40905.29,3571.88,3192.88,1122,9862,3422.41,3075,4985,25472,18162,4878,534,498,16026,1162,599,2223,1999.41,42628
2021-07-05 00:00:00,16:00:00,44100.43,3906.75,3470.25,1234,10420,3675.96,3145,5337,27632.5,19798,5204,572,529,17494,1247,648,2398.5,2141.18,45948
2021-07-05 00:00:00,17:00:00,47182.5,4246.88,3748.38,1337,10975,3937.5,3214,5685,29684,21323,5530,609,564,18861,1330,691,2573,2276.62,49151
2021-07-05 00:00:00,18:00:00,50404.93,4598.25,4044.75,1436,11530,4188.87,3285,6035,31864.5,22954,5854,646,602,20342,1414,733,2760.5,2412.18,52493
2021-07-05 00:00:00,19:00:00,53854.37,5019.88,4421.88,1528,12063,4425.15,3351,6375,34231,24799,6180,683,635,22028,1495,777,2950,2540.49,56064
2021-07-05 00:00:00,20:00:00,57383.8,5438.25,4824.75,1596,12626,4685.24,3417,6726,36637,26723,6505,721,667,23789,1580,824,3103,2682.55,59715
2021-07-05 00:00:00,21:00:00,60583.32,5869.63,5207.13,1691,13165,4951.66,3480,7050,38729.5,28319,6828,758,703,25229,1662,867,3268.5,2819.19,63043
2021-07-05 00:00:00,22:00:00,63930.08,6284,5608,1752,13733,5215.7,3559,7391,40952.5,30046,7152,798,738,26793,1754,919,3434.5,2960.58,66517
2021-07-05 00:00:00,23:00:00,67535.88,6752.25,6013.25,1862,14322,5457.1,3669,7740,43359.5,31943,7475,837,772,28529,1844,970,3612.5,3102.13,70245
2021-07-05 00:00:00,23:59:00,70600.64,7148.25,6394.75,1932,14831,5653.89,3732,8093,45385,33463,7798,876,814,29885,1940,1018,3782,3236.39,73431
2021-07-06 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-06 00:00:00,01:00:00,46.97,5.87,4.37,2,9,3.63,1,6,29.5,22,316,1,1,19,3,2,-310.5,2.6,48
2021-07-06 00:00:00,02:00:00,2944.16,290.75,299.25,54,652,222.13,172,375,1846.5,1349,657,39,35,1166,82,44,-152.5,154.91,3058
2021-07-06 00:00:00,03:00:00,6277.33,624.87,588.87,150,1395,468.83,427,738,3949,2934,998,80,79,2569,182,94,17,308.46,6510
2021-07-06 00:00:00,04:00:00,8985.44,914.5,884.25,203,2122,715.85,682,1081,5485,3972,1338,119,118,3426,261,130,189,463.94,9326
2021-07-06 00:00:00,05:00:00,11672.7,1203.37,1153.62,272,2890,964.73,952,1445,6969.5,4948,1663,158,159,4233,344,170,363.5,609.83,12114
2021-07-06 00:00:00,06:00:00,14688.93,1515.5,1418.75,362,3615,1189.5,1195,1821,8810,6279,1988,197,197,5399,429,213,537,748.43,15231
2021-07-06 00:00:00,07:00:00,18013.22,1869.87,1734.12,447,4364,1432.88,1451,2186,10890.5,7820,2313,236,233,6776,520,263,711.5,888.85,18657
2021-07-06 00:00:00,08:00:00,21181.81,2212.37,2031.62,537,5061,1652,1703,2518,12888.5,9264,2638,275,274,8056,607,306,882.5,1019.94,21927
2021-07-06 00:00:00,09:00:00,24410.01,2526.12,2338.37,602,5800,1904.04,1948,2870,14917.5,10737,2963,314,311,9366,693,352,1053.5,1166.39,25269
2021-07-06 00:00:00,10:00:00,27466.46,2825.87,2605.62,687,6569,2155.15,2217,3229,16763,12013,3287,352,345,10507,772,393,1219,1308.59,28432
2021-07-06 00:00:00,11:00:00,30442.48,3156,2892,776,7354,2403.01,2503,3585,18499.5,13147,3612,390,384,11481,861,438,1437.5,1432.98,31515
2021-07-06 00:00:00,12:00:00,33569.34,3484.87,3175.87,876,8153,2645.53,2797,3943,20366,14405,3937,428,420,12589,941,478,1667,1565.47,34757
2021-07-06 00:00:00,13:00:00,36679.28,3724.87,3426.87,935,8972,2892.88,3103,4306,22271.5,15737,4262,465,454,13760,1023,521,1881.5,1710.91,37988
2021-07-06 00:00:00,14:00:00,39334.68,3963.25,3639.75,1019,9806,3143.96,3409,4676,23730.5,16623,4588,503,492,14478,1102,558,2105.5,1834.93,40771
2021-07-06 00:00:00,15:00:00,42542.09,4202.37,3856.12,1099,10646,3396.72,3722,5042,25734,18094,4918,543,532,15783,1192,603,2271,1959.72,44122
2021-07-06 00:00:00,16:00:00,45274.24,4477.5,4090,1197,11466,3634.02,4029,5408,27250.5,19111,5257,581,567,16627,1264,636,2427.5,2080.24,46987
2021-07-06 00:00:00,17:00:00,48318.13,4815,4402,1276,12269,3873.82,4348,5745,29039.5,20383,5596,620,614,17719,1356,677,2590.5,2194.63,50164
2021-07-06 00:00:00,18:00:00,51199.07,5093.25,4636,1367,13042,4111.92,4688,6028,30761,21575,5926,658,656,18763,1449,722,2743,2302.82,53175
2021-07-06 00:00:00,19:00:00,54093.05,5360.5,4893.25,1427,13873,4346.9,5024,6379,32439,22722,6251,695,693,19779,1537,768,2890,2420.55,56190
2021-07-06 00:00:00,20:00:00,56941.63,5658.12,5132.87,1527,14722,4588.54,5360,6741,34032.5,23797,6576,734,730,20698,1616,805,3057.5,2529.01,59168
2021-07-06 00:00:00,21:00:00,59775.58,5875.12,5361.62,1573,15563,4822.61,5696,7106,35679,24944,6902,773,769,21690,1702,847,3198,2658.46,62124
2021-07-06 00:00:00,22:00:00,62489.76,6126.12,5603.12,1639,16416,5087.64,6028,7455,37161.5,25927,7227,815,806,22503,1781,886,3360.5,2786.14,64973
2021-07-06 00:00:00,23:00:00,65479.24,6388.5,5822.5,1725,17234,5323.31,6353,7805,38957.5,27224,7552,859,843,23634,1871,933,3520.5,2899.24,68087
2021-07-06 00:00:00,23:59:00,68138.89,6618,6058.25,1777,18052,5557.8,6682,8157,40436.5,28200,7877,902,879,24449,1952,974,3686.5,3032.39,70868
2021-07-07 00:00:00,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07 00:00:00,01:00:00,47.88,5.13,4.63,1,13,3.01,6,6,26.5,19,291,0,0,16,1,1,-281.5,3.25,49
2021-07-07 00:00:00,02:00:00,2720.48,211.25,235.25,39,797,200.42,327,369,1574.5,1101,591,40,32,937,76,40,-105.5,137.73,2843
2021-07-07 00:00:00,03:00:00,5500.96,523.88,498.38,132,1558,399.28,647,710,3157.5,2236,889,78,71,1911,165,84,66.5,261.58,5740
2021-07-07 00:00:00,04:00:00,8559.6,813.13,791.88,183,2378,624.32,963,1083,4977,3576,1188,117,112,3117,252,126,245,391.47,8910
2021-07-07 00:00:00,05:00:00,11563.8,1183.63,1136.63,258,3210,867.02,1286,1446,6648,4773,1488,156,148,4163,333,169,411,522.17,12023
2021-07-07 00:00:00,06:00:00,14430.52,1495.88,1426.38,322,4041,1121.24,1582,1819,8260.5,5935,1787,193,185,5167,417,212,572.5,633.14,15000
2021-07-07 00:00:00,07:00:00,17539.74,1819.88,1738.13,386,4863,1395.18,1856,2188,10098.5,7318,2085,232,219,6399,495,253,733.5,758.36,18222
2021-07-07 00:00:00,08:00:00,20262.33,2113.75,2032.75,433,5667,1661.49,2119,2555,11608,8357,2394,272,252,7279,571,292,893,873.58,21055
2021-07-07 00:00:00,09:00:00,22814.54,2323,2226.75,487,6494,1935.48,2406,2917,13012.5,9298,2706,311,285,8064,636,322,1056.5,985.04,23720
2021-07-07 00:00:00,10:00:00,25806.69,2598.75,2473.5,566,7332,2177.69,2730,3277,14775.5,10577,3017,349,320,9192,710,358,1220.5,1100.44,26826
2021-07-07 00:00:00,11:00:00,28763.6,2868.5,2732,647,8229,2452.29,3081,3639,16428,11746,3324,387,354,10227,784,393,1380,1238.1,29904
2021-07-07 00:00:00,12:00:00,31638.65,3086.88,2948.88,711,9131,2739.31,3435,3988,18058,12930,3623,427,388,11264,859,429,1548,1362.77,32908
2021-07-07 00:00:00,13:00:00,34280.89,3268.13,3149.63,748,10038,3041.74,3794,4326,19489.5,13871,3923,467,421,12052,934,468,1756.5,1485.26,35683
2021-07-07 00:00:00,14:00:00,37232.44,3522.63,3362.63,844,10959,3347.82,4144,4683,21140.5,15032,4225,506,456,13047,1014,508,1960.5,1610.31,38774
2021-07-07 00:00:00,15:00:00,40520.07,3759.63,3574.38,931,11853,3639.89,4491,5030,23166.5,16511,4526,544,493,14391,1100,551,2142.5,1740.94,42202
2021-07-07 00:00:00,16:00:00,43429.34,4013.5,3782.75,1028,12720,3934.06,4818,5370,24831,17643,4827,580,531,15373,1185,593,2322,1864.84,45248
2021-07-07 00:00:00,17:00:00,46638.05,4256.38,4025.13,1095,13595,4233.02,5149,5710,26787,19061,5129,622,567,16639,1274,640,2499,1999.67,48589
2021-07-07 00:00:00,18:00:00,49313.23,4486.38,4267.38,1153,14456,4520.17,5466,6059,28231,20029,5429,662,604,17456,1354,679,2656,2139.85,51400
2021-07-07 00:00:00,19:00:00,52291.88,4777.63,4502.13,1254,15347,4806.76,5818,6403,29915,21218,5730,702,646,18483,1444,722,2849,2252.25,54508
2021-07-07 00:00:00,20:00:00,55368.19,5006.25,4733,1308,16213,5092.94,6143,6751,31775.5,22601,6032,739,681,19706,1527,765,3036.5,2373.44,57721
2021-07-07 00:00:00,21:00:00,58630.95,5263.5,4952.75,1379,17106,5375.58,6491,7104,33785.5,24097,6333,780,730,21050,1629,812,3232.5,2475.95,61118
